census_tract,population,housing_units,group_qtr_flag,ct_grp_qtr,pct_grp_qtr,mf_ia_110,mf_ia_h110,mf_ia_120,mf_ia_vehicle,f_vehicle_access_flag,low_income,prop_in_pov,median_income,mf_a_110,mf_a_h110,mf_a_120,mf_a_h1,mf_a_1,f_v_access_add_flag,ct_a_h1,prop_a_h1,ct_ai_h1,prop_ai_h1,ct_a_kids_h1,prop_a_kids_h1,ct_a_sen_h1,prop_a_sen_h1,ct_a_wht_h1,prop_a_wht_h1,ct_a_black_h1,prop_a_black_h1,ct_a_asian_h1,prop_a_asian_h1,ct_a_islander_h1,prop_a_islander_h1,ct_a_native_h1,prop_a_native_h1,ct_a_mult_h1,prop_a_mult_h1,ct_a_his_h1,prop_a_his_h1,ct_va_h1,prop_va_h1,ct_snap_h1,prop_snap_h1,ct_i_pop,ct_kids,ct_seniors,ct_white,ct_black,ct_asian,ct_islander,ct_native,ct_multi,ct_hispanic,ct_housing_no_vehicle,ct_snap,ho_tooth_loss,ho_arthritis,ub_alcoholic,ho_cancer,prev_c_cancer_screen,prev_chol_screen,ho_kidney_disease,ho_pulmonary,ho_ht_disease,ho_asthma,prev_lack_insurance,ub_smoker,ho_diabetes,prev_blood_test,ho_blood_pressure,ho_choles_screened,prev_mamm_use,ho_mental_health,ub_no_activity,ub_obesity,prev_clinical_services_m,prev_clinical_services_f,ho_physical_health,ub_sleep,ho_stroke,prev_med_bpressure,prev_dr_visits,prev_checkups,state,mrfei,geometry
17031803007,5247,2139,0,4.0,0.08,0,0,0,0,0,0,1.3,118300.0,0,1,0,1,0,0,3872.0,73.79,454.0,8.64,825.0,15.71,600.0,11.43,3453.0,65.81,24.0,0.46,301.0,5.74,0.0,0.0,3.0,0.05,91.0,1.73,143.0,2.73,21.0,0.99,81.0,3.78,615.0,1072.0,832.0,4656.0,36.0,406.0,3.0,5.0,141.0,225.0,28.0,106.0,5.9,22.7,22.1,7.7,85.1,88.0,2.4,5.4,5.2,8.4,9.5,12.1,7.6,69.2,27.8,32.5,78.9,9.4,17.1,24.3,36.6,32.7,9.0,30.6,2.5,74.5,76.9,76.4,IL,20.0,"[(-87.98035899999999, 42.128617999999996), (-87.980352, 42.129158), (-87.98033799999999, 42.12961), (-87.98031399999999, 42.13024), (-87.980283, 42.132132), (-87.980245, 42.139078999999995), (-87.975196, 42.139036999999995), (-87.973976, 42.139027999999996), (-87.972437, 42.139019999999995), (-87.970568, 42.139005), (-87.966039, 42.138963), (-87.96101999999999, 42.138923999999996), (-87.96101999999999, 42.137927999999995), (-87.961022, 42.133962), (-87.961023, 42.133922999999996), (-87.961024, 42.133671), (-87.961024, 42.133545999999996), (-87.961024, 42.132388999999996), (-87.961029, 42.130621999999995), (-87.961036, 42.128256), (-87.961001, 42.128144999999996), (-87.961017, 42.126224), (-87.961018, 42.124435999999996), (-87.965875, 42.124469), (-87.972319, 42.124511999999996), (-87.98037599999999, 42.124555), (-87.98035899999999, 42.128617999999996)]"
17031803008,4712,1690,0,4.0,0.08,0,0,0,0,1,0,2.6,122500.0,1,1,1,1,1,1,2917.0,61.92,275.0,5.84,668.0,14.17,490.0,10.39,2667.0,56.6,15.0,0.33,172.0,3.65,0.0,0.0,3.0,0.06,60.0,1.27,131.0,2.78,109.0,6.46,42.0,2.49,365.0,1149.0,749.0,4220.0,60.0,296.0,0.0,3.0,133.0,300.0,130.0,65.0,5.0,22.3,22.2,7.9,86.5,89.0,2.4,5.0,5.0,8.1,8.8,10.9,7.5,70.6,27.8,32.6,78.9,8.5,15.7,23.8,37.9,34.3,8.2,29.7,2.4,74.6,78.8,77.0,IL,27.272727272727273,"[(-87.980423, 42.112618999999995), (-87.980407, 42.116304), (-87.98037599999999, 42.124555), (-87.972319, 42.124511999999996), (-87.965875, 42.124469), (-87.961018, 42.124435999999996), (-87.956209, 42.124398), (-87.95618999999999, 42.120757), (-87.956181, 42.119761), (-87.956177, 42.118946), (-87.95617999999999, 42.118702), (-87.959772, 42.118634), (-87.961137, 42.117626), (-87.96586599999999, 42.11766), (-87.965862, 42.109978999999996), (-87.97263699999999, 42.109846), (-87.980436, 42.109899), (-87.980423, 42.112618999999995)]"
17031803010,5196,1990,0,3.0,0.06,0,0,0,0,0,0,4.3,126585.0,1,1,1,1,1,0,4433.0,85.32,474.0,9.12,965.0,18.57,599.0,11.54,3936.0,75.75,43.0,0.83,281.0,5.42,0.0,0.0,10.0,0.19,163.0,3.14,300.0,5.78,35.0,1.78,24.0,1.22,624.0,1147.0,666.0,4550.0,51.0,356.0,0.0,10.0,229.0,438.0,60.0,28.0,5.6,21.7,22.8,7.3,86.0,87.7,2.3,5.0,4.8,8.3,9.5,11.8,7.3,68.7,27.1,31.7,78.9,9.5,16.7,24.6,37.1,32.9,8.7,31.1,2.3,73.3,77.2,75.9,IL,18.181818181818183,"[(-88.004466, 42.151015), (-88.004466, 42.153645), (-87.984994, 42.153625999999996), (-87.979957, 42.153614999999995), (-87.96535399999999, 42.153580999999996), (-87.96209499999999, 42.153548), (-87.961974, 42.153546), (-87.96155999999999, 42.15303), (-87.960651, 42.152012), (-87.959047, 42.150262), (-87.958525, 42.147127), (-87.966461, 42.147165), (-87.967361, 42.146840999999995), (-87.972741, 42.146654999999996), (-87.973739, 42.147234), (-87.975915, 42.147273), (-87.977448, 42.14761), (-87.981352, 42.147774), (-87.98544799999999, 42.146376), (-87.98690599999999, 42.146367), (-87.989234, 42.146411), (-87.991069, 42.14754), (-87.99172399999999, 42.147649), (-87.993325, 42.147568), (-88.004474, 42.148058), (-88.004466, 42.151015)]"
17031803012,2221,1011,0,0.0,0.0,0,0,0,0,0,0,3.7,97778.0,0,0,0,0,0,0,162.0,7.3,32.0,1.45,34.0,1.55,15.0,0.69,130.0,5.86,3.0,0.12,26.0,1.17,0.0,0.0,0.0,0.0,3.0,0.16,5.0,0.24,4.0,0.36,7.0,0.68,431.0,419.0,181.0,1688.0,59.0,329.0,0.0,1.0,144.0,235.0,56.0,105.0,6.5,18.2,23.5,5.6,83.2,85.3,2.1,4.6,4.0,8.5,11.5,13.1,6.8,65.4,23.0,27.9,79.6,10.3,17.3,24.4,34.8,30.9,8.6,32.7,2.0,68.8,73.4,73.5,,,"[(-88.00452399999999, 42.140992), (-88.004477, 42.144994), (-88.004474, 42.148058), (-87.993325, 42.147568), (-87.99172399999999, 42.147649), (-87.991069, 42.14754), (-87.989234, 42.146411), (-87.98690599999999, 42.146367), (-87.98544799999999, 42.146376), (-87.985113, 42.142123999999995), (-87.985113, 42.141847), (-87.98514899999999, 42.139106), (-87.99000199999999, 42.139115), (-88.004598, 42.139129), (-88.00452399999999, 42.140992)]"
17031803013,5449,2346,0,0.0,0.0,0,0,0,0,0,0,4.5,104271.0,0,1,0,1,0,0,1453.0,26.66,255.0,4.68,284.0,5.22,175.0,3.2,1270.0,23.32,5.0,0.09,124.0,2.27,5.0,0.09,3.0,0.06,45.0,0.83,79.0,1.44,6.0,0.28,32.0,1.38,1236.0,1030.0,865.0,4769.0,36.0,364.0,14.0,23.0,243.0,427.0,94.0,119.0,6.6,22.5,22.2,7.6,84.9,86.9,2.5,5.4,5.4,8.5,10.3,12.3,7.8,67.2,27.5,31.7,78.6,9.8,17.6,24.9,36.6,31.6,9.1,30.8,2.6,74.0,75.3,75.9,,,"[(-87.98544799999999, 42.146376), (-87.981352, 42.147774), (-87.977448, 42.14761), (-87.975915, 42.147273), (-87.973739, 42.147234), (-87.972741, 42.146654999999996), (-87.967361, 42.146840999999995), (-87.966461, 42.147165), (-87.958525, 42.147127), (-87.95850999999999, 42.142582999999995), (-87.958539, 42.14132), (-87.958593, 42.138903), (-87.96101999999999, 42.138923999999996), (-87.966039, 42.138963), (-87.970568, 42.139005), (-87.972437, 42.139019999999995), (-87.973976, 42.139027999999996), (-87.975196, 42.139036999999995), (-87.980245, 42.139078999999995), (-87.98514899999999, 42.139106), (-87.985113, 42.141847), (-87.985113, 42.142123999999995), (-87.98544799999999, 42.146376)]"
17031803014,3430,1382,0,0.0,0.0,0,0,0,0,0,0,7.7,84306.0,1,1,1,1,1,0,3430.0,100.0,732.0,21.34,712.0,20.76,365.0,10.64,2636.0,76.85,39.0,1.14,308.0,8.98,0.0,0.0,2.0,0.06,445.0,12.97,658.0,19.18,97.0,6.99,130.0,9.43,758.0,712.0,365.0,2636.0,39.0,308.0,0.0,2.0,445.0,658.0,96.0,128.0,8.7,20.5,23.2,6.2,82.9,83.8,2.3,5.8,4.9,8.9,14.6,15.4,7.7,63.7,26.4,30.3,76.7,11.5,20.4,26.1,33.7,30.4,10.1,33.4,2.5,70.7,70.1,73.4,,,"[(-87.937435, 42.124261999999995), (-87.936769, 42.12426), (-87.935679, 42.124257), (-87.927009, 42.124248), (-87.927047, 42.117470999999995), (-87.927056, 42.116201), (-87.92709699999999, 42.109857), (-87.92709699999999, 42.109742), (-87.92888099999999, 42.109750999999996), (-87.930118, 42.109758), (-87.93677699999999, 42.109783), (-87.936782, 42.113408), (-87.936754, 42.114055), (-87.936764, 42.118857), (-87.93678, 42.120669), (-87.936771, 42.123643), (-87.936959, 42.123692), (-87.937437, 42.123858), (-87.937435, 42.124261999999995)]"
17031803015,4459,1985,0,0.0,0.0,0,0,0,0,1,0,4.1,104609.0,1,1,1,1,1,1,4459.0,100.0,756.0,16.94,789.0,17.69,880.0,19.74,3925.0,88.02,82.0,1.84,280.0,6.28,0.0,0.0,7.0,0.16,165.0,3.7,357.0,8.01,146.0,7.34,91.0,4.57,733.0,789.0,880.0,3925.0,82.0,280.0,0.0,7.0,165.0,357.0,136.0,87.0,6.3,24.4,21.0,8.5,85.2,88.4,2.7,5.8,5.8,8.3,10.0,11.7,8.3,69.0,30.1,33.9,78.0,9.1,17.9,24.5,37.3,32.4,9.3,30.1,2.8,76.3,76.4,77.5,,,"[(-87.96586599999999, 42.11766), (-87.961137, 42.117626), (-87.959772, 42.118634), (-87.95617999999999, 42.118702), (-87.956177, 42.118946), (-87.956181, 42.119761), (-87.95618999999999, 42.120757), (-87.956209, 42.124398), (-87.95553799999999, 42.124392), (-87.955, 42.124387), (-87.95138, 42.124356999999996), (-87.946535, 42.12432), (-87.941678, 42.124299), (-87.937435, 42.124261999999995), (-87.937437, 42.123858), (-87.936959, 42.123692), (-87.936771, 42.123643), (-87.93678, 42.120669), (-87.936764, 42.118857), (-87.936754, 42.114055), (-87.936782, 42.113408), (-87.93677699999999, 42.109783), (-87.94645799999999, 42.109825), (-87.965862, 42.109978999999996), (-87.96586599999999, 42.11766)]"
17031803016,1979,822,0,7.0,0.35,0,0,0,0,0,0,2.0,101198.0,0,1,0,1,0,0,1292.0,65.27,82.0,4.14,284.0,14.36,213.0,10.77,1023.0,51.72,26.0,1.3,211.0,10.66,0.0,0.0,0.0,0.0,32.0,1.6,88.0,4.44,35.0,4.24,14.0,1.68,166.0,420.0,373.0,1527.0,50.0,352.0,0.0,0.0,50.0,123.0,63.0,25.0,4.4,20.8,20.6,7.9,85.4,88.7,2.3,4.1,4.7,7.6,8.5,8.8,7.0,71.5,27.0,31.5,79.5,7.6,14.9,21.3,40.1,34.4,7.2,29.1,2.2,75.3,80.1,77.4,,,"[(-87.997512, 42.124378), (-87.996365, 42.12504), (-87.99483599999999, 42.125049), (-87.99430199999999, 42.125049), (-87.985137, 42.125057), (-87.98446799999999, 42.124919999999996), (-87.98356299999999, 42.124643), (-87.98037599999999, 42.124555), (-87.980407, 42.116304), (-87.980423, 42.112618999999995), (-87.993329, 42.121336), (-87.997659, 42.124258), (-87.997512, 42.124378)]"
17031803017,6058,2566,0,48.0,0.79,0,0,0,0,0,0,3.9,115000.0,1,1,1,1,1,0,4574.0,75.5,720.0,11.88,985.0,16.25,476.0,7.86,3680.0,60.74,89.0,1.46,483.0,7.98,1.0,0.02,5.0,0.09,315.0,5.2,524.0,8.66,25.0,0.96,104.0,4.05,998.0,1257.0,716.0,4864.0,129.0,640.0,3.0,6.0,416.0,686.0,41.0,146.0,6.1,19.1,24.1,6.3,84.5,85.2,2.2,4.7,4.4,8.3,11.1,12.4,6.8,67.8,24.4,28.8,78.5,10.0,16.8,24.5,36.7,32.3,8.4,31.8,2.2,70.3,74.9,73.9,,,"[(-88.01422699999999, 42.133961), (-88.013295, 42.133601), (-88.00889099999999, 42.132647999999996), (-88.008299, 42.132639999999995), (-88.007994, 42.132847999999996), (-88.00705099999999, 42.133932), (-88.006721, 42.134015), (-88.005325, 42.134006), (-88.00532199999999, 42.133880999999995), (-88.005262, 42.13261), (-88.00527, 42.132151), (-88.005307, 42.131738999999996), (-88.00533999999999, 42.13135), (-88.00573299999999, 42.130451), (-88.00495699999999, 42.129709999999996), (-88.004601, 42.129397), (-88.003239, 42.128374), (-88.002124, 42.127505), (-88.001848, 42.127292), (-87.997659, 42.124258), (-87.993329, 42.121336), (-87.980423, 42.112618999999995), (-87.980436, 42.109899), (-87.992513, 42.110088), (-87.995009, 42.110088), (-87.998222, 42.11011), (-88.003406, 42.110153), (-88.004374, 42.110158), (-88.004375, 42.111413), (-88.00437199999999, 42.115798), (-88.004437, 42.124322), (-88.004425, 42.124922999999995), (-88.00497999999999, 42.124915), (-88.009396, 42.124763), (-88.01034899999999, 42.124722999999996), (-88.009953, 42.12786), (-88.014313, 42.12788), (-88.01422699999999, 42.133961)]"
17031803100,3440,1220,0,7.0,0.2,0,0,0,0,0,0,3.3,147941.0,0,1,0,1,0,0,2395.0,69.63,173.0,5.03,676.0,19.64,339.0,9.86,2269.0,65.96,16.0,0.46,61.0,1.77,0.0,0.0,2.0,0.06,47.0,1.38,82.0,2.38,20.0,1.61,16.0,1.3,265.0,965.0,454.0,3245.0,26.0,91.0,0.0,2.0,76.0,125.0,39.0,23.0,5.6,21.9,23.4,7.6,87.1,88.0,2.3,5.0,4.9,8.4,8.8,11.8,6.9,69.2,27.1,31.5,79.1,9.3,15.9,24.6,38.2,33.1,8.5,30.2,2.4,73.0,78.1,75.9,IL,22.222222222222218,"[(-87.992513, 42.110088), (-87.980436, 42.109899), (-87.98044399999999, 42.102789), (-87.982867, 42.102806), (-87.982879, 42.09918), (-87.98289, 42.090143), (-87.982873, 42.088288999999996), (-87.99007499999999, 42.088319), (-87.990196, 42.088319), (-87.99018699999999, 42.097397), (-87.99018099999999, 42.099202999999996), (-87.990169, 42.102837), (-87.992194, 42.104962), (-87.992513, 42.110088)]"
17031803200,5586,2283,0,360.0,6.44,0,0,0,0,1,0,2.1,132256.0,1,1,1,1,1,1,5521.0,98.84,441.0,7.9,1227.0,21.97,1616.0,28.92,5169.0,92.54,47.0,0.84,174.0,3.11,0.0,0.0,9.0,0.16,123.0,2.2,232.0,4.15,485.0,21.23,28.0,1.23,404.0,1243.0,1625.0,5228.0,48.0,176.0,0.0,10.0,124.0,235.0,533.0,29.0,7.2,27.8,18.9,10.9,86.4,88.8,3.2,6.2,7.3,7.9,10.0,10.4,8.3,68.6,33.5,34.4,78.3,8.5,19.7,22.4,37.4,27.4,9.7,28.4,3.5,79.4,76.9,79.4,IL,10.0,"[(-88.004667, 42.095295), (-88.004661, 42.095591999999996), (-88.00447299999999, 42.108185999999996), (-88.004374, 42.110158), (-88.003406, 42.110153), (-87.998222, 42.11011), (-87.995009, 42.110088), (-87.992513, 42.110088), (-87.992194, 42.104962), (-87.990169, 42.102837), (-87.99018099999999, 42.099202999999996), (-87.99018699999999, 42.097397), (-87.990196, 42.088319), (-87.992373, 42.088322), (-88.00473199999999, 42.088314), (-88.004667, 42.095295)]"
17031803300,5543,2862,0,26.0,0.47,0,0,0,0,0,0,6.6,136967.0,0,1,0,1,0,0,1493.0,26.94,188.0,3.39,374.0,6.75,217.0,3.92,1340.0,24.18,3.0,0.05,88.0,1.58,0.0,0.0,7.0,0.12,56.0,1.01,81.0,1.46,9.0,0.31,44.0,1.54,825.0,918.0,904.0,4817.0,60.0,477.0,1.0,21.0,167.0,319.0,195.0,223.0,6.2,20.8,23.1,7.4,85.3,86.2,2.4,4.9,4.9,8.2,10.2,11.9,7.0,68.3,26.3,30.3,78.2,9.4,16.7,23.4,37.6,31.7,8.3,30.5,2.4,72.9,76.0,75.0,IL,3.571428571428572,"[(-88.00473199999999, 42.088314), (-87.992373, 42.088322), (-87.990196, 42.088319), (-87.99007499999999, 42.088319), (-87.982873, 42.088288999999996), (-87.98289, 42.090143), (-87.975597, 42.090067), (-87.975625, 42.088252), (-87.97562599999999, 42.084617), (-87.97562099999999, 42.080985999999996), (-87.980468, 42.082947), (-87.980491, 42.081016), (-87.982936, 42.081038), (-87.990241, 42.081057), (-88.001774, 42.081085), (-88.00174899999999, 42.082515), (-88.00479299999999, 42.082476), (-88.00473199999999, 42.088314)]"
17031803400,6384,2340,0,8.0,0.13,0,0,0,0,0,0,2.9,142422.0,0,1,0,1,0,0,3929.0,61.55,371.0,5.81,1062.0,16.63,575.0,9.01,3679.0,57.63,16.0,0.25,179.0,2.81,0.0,0.0,3.0,0.05,52.0,0.81,123.0,1.92,56.0,2.4,60.0,2.55,530.0,1751.0,842.0,5913.0,66.0,278.0,0.0,4.0,123.0,210.0,71.0,93.0,5.5,21.3,23.2,7.6,87.1,88.3,2.3,4.8,4.8,8.2,8.7,11.3,6.8,68.9,26.5,31.1,78.9,8.9,15.5,24.0,38.4,33.1,8.2,29.9,2.3,72.9,78.6,76.0,IL,3.703703703703704,"[(-87.98301099999999, 42.07376), (-87.982987, 42.075571), (-87.982936, 42.081038), (-87.980491, 42.081016), (-87.980468, 42.082947), (-87.97562099999999, 42.080985999999996), (-87.97078499999999, 42.080960999999995), (-87.96223599999999, 42.080912999999995), (-87.961018, 42.080904), (-87.95623499999999, 42.08087), (-87.956293, 42.073623999999995), (-87.956304, 42.072230999999995), (-87.957565, 42.072792), (-87.957622, 42.07206), (-87.962807, 42.071825), (-87.966077, 42.072423), (-87.966118, 42.06644), (-87.96773499999999, 42.066451), (-87.969484, 42.06646), (-87.970186, 42.066463999999996), (-87.97345299999999, 42.06648), (-87.975073, 42.066489), (-87.98295399999999, 42.066528999999996), (-87.98307299999999, 42.068442999999995), (-87.98301099999999, 42.07376)]"
17031803500,5813,2261,0,57.0,0.98,0,0,0,0,1,0,8.2,136638.0,0,1,0,1,0,1,4599.0,79.11,707.0,12.17,1201.0,20.66,887.0,15.26,4297.0,73.93,20.0,0.35,181.0,3.12,0.0,0.0,2.0,0.03,98.0,1.69,186.0,3.2,229.0,10.14,20.0,0.88,1025.0,1519.0,1093.0,5462.0,25.0,207.0,0.0,2.0,117.0,221.0,258.0,25.0,6.7,24.7,21.1,8.8,86.2,88.3,2.8,5.7,6.1,8.3,9.3,11.5,8.0,68.3,29.7,33.1,78.4,9.2,17.6,24.2,37.1,30.3,9.3,29.8,2.9,76.0,76.8,77.4,IL,3.8461538461538463,"[(-88.00488999999999, 42.073726), (-88.00477699999999, 42.074449), (-88.004892, 42.075069), (-88.00484999999999, 42.077478), (-88.00479299999999, 42.082476), (-88.00174899999999, 42.082515), (-88.001774, 42.081085), (-87.990241, 42.081057), (-87.982936, 42.081038), (-87.982987, 42.075571), (-87.98301099999999, 42.07376), (-87.98307299999999, 42.068442999999995), (-87.98295399999999, 42.066528999999996), (-87.983586, 42.066531999999995), (-87.989823, 42.066562), (-87.991194, 42.066567), (-87.999439, 42.06661), (-88.00402299999999, 42.066629999999996), (-88.00497, 42.066635999999995), (-88.00488999999999, 42.073726)]"
17031803603,6751,2386,0,0.0,0.0,0,0,0,0,0,0,2.3,166856.0,1,1,1,1,1,0,5379.0,79.67,335.0,4.97,1311.0,19.42,746.0,11.05,4451.0,65.93,60.0,0.89,745.0,11.03,2.0,0.03,2.0,0.03,119.0,1.76,143.0,2.13,35.0,1.45,57.0,2.4,450.0,1677.0,818.0,5432.0,75.0,1091.0,2.0,3.0,148.0,179.0,38.0,69.0,4.7,21.1,21.7,7.1,85.2,89.0,2.2,4.6,4.7,7.9,8.1,10.7,7.6,69.0,26.9,32.3,79.9,8.5,15.9,23.2,37.6,33.8,8.1,30.6,2.2,74.0,78.7,76.8,IL,10.0,"[(-88.12165399999999, 42.130147), (-88.118853, 42.131524), (-88.116575, 42.132154), (-88.11545799999999, 42.132315), (-88.11209199999999, 42.132391999999996), (-88.101883, 42.132368), (-88.098598, 42.132388), (-88.09797999999999, 42.132481), (-88.09555399999999, 42.133164), (-88.094914, 42.133378), (-88.09329199999999, 42.133666999999996), (-88.090914, 42.132207), (-88.075623, 42.125403), (-88.07498, 42.12513), (-88.06311099999999, 42.119833), (-88.06310599999999, 42.119468), (-88.063105, 42.110385), (-88.075594, 42.110454999999995), (-88.077854, 42.110462), (-88.094246, 42.110555), (-88.103017, 42.110582), (-88.10699, 42.11058), (-88.112752, 42.110588), (-88.121552, 42.110599), (-88.121625, 42.117863), (-88.121571, 42.119184999999995), (-88.12158099999999, 42.124683999999995), (-88.12165399999999, 42.130147)]"
17031803604,4314,1806,0,79.0,1.83,0,0,0,0,0,0,4.2,87037.0,0,1,0,1,0,0,1605.0,37.2,245.0,5.68,343.0,7.96,188.0,4.37,1403.0,32.53,29.0,0.68,106.0,2.45,0.0,0.0,0.0,0.0,67.0,1.55,152.0,3.53,24.0,1.3,35.0,1.92,772.0,892.0,650.0,3744.0,87.0,293.0,1.0,7.0,182.0,395.0,96.0,100.0,6.7,21.9,22.7,7.3,84.7,86.3,2.5,5.4,5.1,8.6,10.8,12.7,7.6,68.0,27.1,31.0,77.8,10.0,17.7,25.0,36.3,31.4,9.0,31.4,2.5,73.1,74.9,75.4,IL,9.523809523809524,"[(-88.048582, 42.132062999999995), (-88.0485, 42.139292999999995), (-88.04313599999999, 42.139283999999996), (-88.03386499999999, 42.139236), (-88.03389, 42.135604), (-88.03390999999999, 42.128799), (-88.033909, 42.127933), (-88.0339, 42.12211), (-88.0339, 42.119412), (-88.034109, 42.118839), (-88.034477, 42.118395), (-88.03541899999999, 42.119062), (-88.043722, 42.121162), (-88.04853299999999, 42.122445), (-88.048532, 42.127342999999996), (-88.048582, 42.132062999999995)]"
17031803605,7253,2620,0,12.0,0.17,0,0,0,0,0,0,9.8,105288.0,0,1,0,1,0,0,3039.0,41.9,697.0,9.61,697.0,9.61,494.0,6.82,2558.0,35.27,31.0,0.42,315.0,4.34,2.0,0.03,4.0,0.05,130.0,1.79,186.0,2.56,49.0,1.89,144.0,5.49,1940.0,1857.0,908.0,5429.0,198.0,923.0,2.0,15.0,686.0,1172.0,132.0,336.0,7.8,21.4,21.6,6.6,83.0,86.1,2.5,5.6,5.3,8.5,13.3,13.7,8.4,65.0,26.7,30.8,78.0,10.3,19.8,25.9,34.8,30.4,9.7,32.8,2.6,72.7,71.5,75.0,IL,9.75609756097561,"[(-88.0339, 42.119412), (-88.0339, 42.12211), (-88.033909, 42.127933), (-88.03390999999999, 42.128799), (-88.03389, 42.135604), (-88.03386499999999, 42.139236), (-88.02255099999999, 42.13914), (-88.021795, 42.139151999999996), (-88.021011, 42.13857), (-88.015766, 42.134792), (-88.01422699999999, 42.133961), (-88.014313, 42.12788), (-88.009953, 42.12786), (-88.01034899999999, 42.124722999999996), (-88.01067499999999, 42.124266999999996), (-88.013471, 42.123822), (-88.015125, 42.124652999999995), (-88.019206, 42.124635999999995), (-88.01920799999999, 42.124085), (-88.02306399999999, 42.124237), (-88.024114, 42.123467), (-88.024126, 42.119701), (-88.02414, 42.116484), (-88.030693, 42.118041999999996), (-88.034109, 42.118839), (-88.0339, 42.119412)]"
17031803606,8287,2680,0,0.0,0.0,0,1,0,0,0,1,19.1,57955.0,0,1,0,1,0,0,524.0,6.33,223.0,2.69,133.0,1.61,20.0,0.24,285.0,3.44,50.0,0.6,96.0,1.15,0.0,0.0,2.0,0.02,92.0,1.11,172.0,2.08,10.0,0.39,27.0,1.0,3685.0,2547.0,271.0,4634.0,383.0,590.0,4.0,45.0,2631.0,5078.0,172.0,375.0,16.0,14.9,24.4,3.4,78.6,76.1,2.2,5.4,3.9,9.3,31.6,21.4,8.0,51.1,22.4,24.8,76.2,14.9,28.8,31.5,25.8,24.2,12.0,38.1,2.2,58.7,53.7,67.6,IL,10.344827586206897,"[(-88.024031, 42.142832999999996), (-88.018165, 42.142953), (-88.017547, 42.142814), (-88.01411399999999, 42.144318), (-88.01119899999999, 42.144453), (-88.011039, 42.143274), (-88.00730899999999, 42.143744), (-88.005123, 42.144012), (-88.004477, 42.144994), (-88.00452399999999, 42.140992), (-88.004598, 42.139129), (-88.00469299999999, 42.131734), (-88.004601, 42.129397), (-88.00495699999999, 42.129709999999996), (-88.00573299999999, 42.130451), (-88.00533999999999, 42.13135), (-88.005307, 42.131738999999996), (-88.00527, 42.132151), (-88.005262, 42.13261), (-88.00532199999999, 42.133880999999995), (-88.005325, 42.134006), (-88.006721, 42.134015), (-88.00705099999999, 42.133932), (-88.007994, 42.132847999999996), (-88.008299, 42.132639999999995), (-88.00889099999999, 42.132647999999996), (-88.013295, 42.133601), (-88.01422699999999, 42.133961), (-88.015766, 42.134792), (-88.021011, 42.13857), (-88.021795, 42.139151999999996), (-88.022759, 42.139911999999995), (-88.025221, 42.14226), (-88.024031, 42.142832999999996)]"
17031803607,5164,1824,0,11.0,0.21,0,0,0,0,0,0,1.9,117500.0,1,1,1,1,1,0,5164.0,100.0,221.0,4.29,1220.0,23.63,682.0,13.21,4657.0,90.18,47.0,0.91,322.0,6.24,0.0,0.0,3.0,0.06,135.0,2.61,315.0,6.1,36.0,1.96,9.0,0.49,214.0,1220.0,682.0,4657.0,47.0,322.0,0.0,3.0,135.0,315.0,35.0,9.0,5.3,20.7,23.8,7.2,86.8,87.4,2.2,4.7,4.6,8.2,9.0,11.4,6.8,68.9,26.0,30.8,79.0,9.3,15.7,23.8,38.5,33.6,8.2,30.6,2.2,72.4,78.5,75.6,IL,0.0,"[(-88.024152, 42.112733999999996), (-88.02414, 42.116484), (-88.024126, 42.119701), (-88.024114, 42.123467), (-88.02306399999999, 42.124237), (-88.01920799999999, 42.124085), (-88.019206, 42.124635999999995), (-88.015125, 42.124652999999995), (-88.013471, 42.123822), (-88.01067499999999, 42.124266999999996), (-88.01034899999999, 42.124722999999996), (-88.009396, 42.124763), (-88.00497999999999, 42.124915), (-88.004425, 42.124922999999995), (-88.004437, 42.124322), (-88.00437199999999, 42.115798), (-88.004375, 42.111413), (-88.004374, 42.110158), (-88.01311799999999, 42.110206999999996), (-88.014343, 42.110208), (-88.02416099999999, 42.11022), (-88.024152, 42.112733999999996)]"
