locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031805801,6.6,27.4,19.4,10.1,85.6,89.4,3.1,6.3,7.1,8.2,8.9,11.0,8.9,69.5,33.2,35.5,77.3,8.9,18.6,23.9,37.8,30.9,9.8,29.0,3.3,79.0,77.2,79.3
17031805802,6.0,22.7,22.6,8.1,86.8,87.9,2.5,5.2,5.4,8.4,9.1,11.6,7.3,68.6,28.1,32.1,78.1,9.3,16.7,24.1,38.4,32.6,8.7,30.0,2.5,74.5,77.7,76.5
17031805901,7.8,25.5,20.4,8.9,84.7,87.5,2.9,6.3,6.5,8.4,11.8,12.6,8.8,68.2,31.2,33.9,77.2,9.5,19.7,24.4,36.5,29.7,9.9,30.5,3.1,77.0,74.2,77.4
17031805902,7.2,25.9,19.2,9.3,83.7,88.1,2.9,6.2,6.7,8.1,10.8,11.8,9.0,68.3,32.8,35.4,77.5,9.0,19.8,23.2,36.8,30.0,9.7,30.0,3.2,78.8,75.1,78.4
17031806001,8.7,19.4,20.2,5.6,78.1,83.6,2.4,5.3,4.9,8.1,15.7,15.0,8.9,62.0,26.1,29.8,78.0,10.5,22.3,24.0,32.4,29.0,9.7,35.3,2.5,71.7,67.0,74.1
17031806002,11.2,21.1,19.3,5.8,76.1,82.5,2.7,6.4,5.7,8.8,17.1,17.5,10.1,59.2,28.4,31.3,77.1,11.9,24.9,25.2,29.8,26.7,11.5,36.3,3.0,72.8,62.7,74.1
17031806003,8.7,19.4,18.5,6.2,76.6,84.3,2.4,4.9,5.2,7.5,15.8,13.1,8.9,62.4,26.7,30.1,77.4,9.4,22.5,21.0,33.7,27.7,9.1,34.6,2.6,73.9,68.6,75.2
17031806004,11.0,24.4,18.7,7.4,78.2,84.5,3.1,7.1,6.9,8.7,16.9,15.7,10.7,61.5,31.2,33.7,76.2,11.2,25.1,25.4,31.9,27.1,11.9,34.1,3.4,76.1,65.4,76.0
17031806102,8.5,23.5,21.1,7.4,82.6,86.8,2.7,6.3,5.9,8.6,13.2,14.5,9.1,64.3,29.1,32.6,77.7,10.6,21.2,26.1,33.8,28.8,10.5,32.7,2.9,74.5,71.0,75.9
17031806103,7.6,23.0,21.3,7.6,83.2,86.5,2.6,5.9,5.8,8.4,12.4,13.3,8.7,65.8,29.7,33.2,77.1,10.0,20.1,24.6,35.6,30.8,9.9,32.0,2.8,75.1,73.2,76.2
17031806104,11.8,20.9,20.3,5.9,78.9,81.1,2.7,6.3,5.6,9.1,17.7,17.3,9.4,59.6,29.4,30.8,77.4,12.3,24.5,26.7,30.6,25.5,11.2,36.1,3.0,72.2,62.9,74.1
17031806201,10.1,22.2,21.7,6.9,82.1,85.0,2.8,6.3,5.8,8.7,15.7,15.7,8.7,63.9,26.7,30.1,77.6,11.2,21.9,26.8,32.5,27.8,10.6,33.2,2.9,72.3,67.3,74.0
17031806202,8.5,27.5,19.1,9.9,84.4,87.4,3.3,6.8,7.3,8.4,11.8,12.4,9.3,68.0,33.7,35.0,77.3,9.3,20.5,24.4,35.6,28.2,10.2,29.8,3.6,78.9,73.4,78.3
17031806300,8.7,21.5,23.6,6.7,84.5,85.2,2.4,6.0,5.1,8.9,14.0,15.4,7.8,64.6,27.0,30.9,76.9,11.1,20.1,26.6,34.0,29.8,10.0,32.8,2.6,71.2,71.4,74.0
17031806400,10.7,23.2,22.9,6.6,82.2,83.5,2.7,6.9,5.9,9.2,15.0,17.3,9.1,60.7,29.4,32.3,77.1,12.4,22.6,28.9,31.4,26.9,11.8,34.2,3.0,72.2,67.1,73.9
17031806501,11.1,18.6,20.9,5.1,77.9,82.1,2.5,5.4,5.1,8.3,22.6,15.7,9.9,56.4,26.6,29.9,77.3,11.5,25.9,26.7,29.9,26.9,10.8,35.9,2.6,70.3,63.2,73.1
17031806502,9.7,21.2,22.6,6.4,82.8,84.3,2.5,6.0,5.4,8.7,18.0,15.5,8.7,62.0,27.8,31.1,76.6,11.3,22.9,27.2,32.3,28.0,10.6,33.6,2.7,71.7,68.4,73.8
17031806600,8.5,21.9,22.7,6.8,82.8,85.3,2.5,6.0,5.4,8.6,14.8,15.0,8.5,64.4,28.1,31.7,76.3,10.8,21.1,26.2,33.3,29.5,10.1,33.1,2.7,72.5,71.1,74.6
17031806700,4.5,22.5,19.9,8.4,86.5,90.0,2.5,4.5,5.2,7.8,7.8,8.8,7.9,70.8,29.5,33.2,80.2,7.7,15.3,22.4,39.2,33.6,7.8,29.3,2.5,76.8,80.4,78.8
17031806801,10.7,27.4,16.3,8.9,77.8,86.4,3.5,7.5,8.1,8.4,13.7,13.8,11.5,62.1,35.0,36.0,77.3,9.9,24.6,24.0,32.4,25.5,11.7,32.8,4.0,79.7,67.3,78.6
17031806802,7.7,22.4,18.6,7.1,81.1,86.9,2.7,5.6,5.8,8.3,12.0,12.8,9.6,64.2,30.1,33.3,78.6,9.8,20.5,23.9,34.5,30.3,10.0,33.1,2.9,76.2,71.6,77.2
17031806900,9.0,25.9,15.8,8.7,77.8,87.7,3.3,6.5,7.5,7.9,13.5,12.2,11.2,64.3,32.3,34.7,76.9,9.0,22.9,22.4,33.8,28.1,10.5,32.0,3.6,79.5,69.5,78.8
17031807000,13.0,23.1,18.2,6.4,76.7,82.5,3.0,7.1,6.6,9.1,17.9,17.7,11.1,58.3,31.7,33.1,76.9,12.3,26.8,26.5,29.8,25.1,12.5,36.4,3.4,75.2,61.5,75.4
17031807100,5.5,23.2,19.8,8.2,85.8,89.5,2.7,5.0,5.5,8.3,9.2,9.9,8.7,69.7,30.3,33.3,79.8,8.4,16.8,23.9,37.6,33.4,8.6,30.3,2.7,77.2,77.8,78.7
17031807200,7.1,21.7,18.8,7.0,81.4,87.3,2.6,5.2,5.5,8.1,12.3,12.2,9.4,65.3,30.0,32.5,79.0,9.3,20.3,23.6,34.4,30.0,9.4,33.2,2.8,76.1,72.6,77.5
17031807300,8.9,22.5,18.0,7.0,78.9,86.1,2.8,5.8,6.0,8.2,13.7,13.8,10.0,62.6,29.6,32.4,77.7,10.1,22.5,23.5,33.2,28.1,10.3,34.3,3.0,76.0,68.7,76.7
17031807400,11.9,23.2,18.6,6.3,78.3,83.8,3.0,7.0,6.4,9.3,16.2,17.3,10.9,58.9,30.1,32.4,77.4,12.2,25.4,27.2,30.2,25.8,12.3,36.0,3.3,74.1,63.0,75.4
17031807500,5.8,20.3,19.1,6.9,81.3,87.7,2.4,4.5,5.0,7.5,10.9,10.4,8.6,66.7,27.3,31.7,79.0,8.2,18.3,20.9,36.4,31.6,8.2,31.6,2.4,75.5,75.7,77.2
17031807600,9.0,22.4,17.9,6.8,77.8,85.5,2.8,5.9,6.1,8.1,14.4,13.8,10.6,62.2,30.9,33.7,77.6,10.0,23.0,23.3,33.1,28.5,10.4,34.3,3.0,76.7,68.3,76.7
17031807700,8.8,24.5,17.7,8.0,80.0,85.6,3.0,6.3,6.7,8.4,13.4,12.9,10.2,64.7,33.5,35.2,76.5,9.9,22.3,23.6,34.2,28.6,10.7,32.8,3.3,78.3,70.3,77.7
17031807800,6.9,23.0,19.1,7.8,81.0,87.7,2.7,5.5,6.0,7.9,11.8,11.8,9.4,67.3,29.5,33.5,78.2,9.1,20.2,22.4,35.4,30.7,9.5,31.5,2.8,76.9,73.9,77.5
17031807900,7.7,25.5,17.5,8.5,81.1,87.9,3.1,6.3,7.0,8.2,11.1,11.6,10.2,65.7,31.8,35.2,78.0,9.2,20.8,23.2,35.2,29.9,10.3,30.8,3.3,78.8,72.9,78.5
17031808001,7.3,24.8,16.7,8.7,79.4,87.9,3.1,5.9,7.0,7.7,11.6,10.8,10.3,66.4,32.3,35.2,77.3,8.5,20.9,21.1,35.8,29.8,9.7,30.8,3.3,79.6,73.5,79.0
17031808002,7.6,23.2,17.8,8.0,80.4,87.2,2.9,5.5,6.4,7.7,12.0,11.4,9.7,65.1,30.6,33.7,78.0,8.8,20.9,21.4,34.9,28.6,9.5,31.6,3.0,78.1,72.9,77.9
17031808100,11.6,35.7,14.0,12.7,81.4,89.4,4.6,9.6,11.2,8.5,13.7,12.6,13.1,66.2,42.3,40.6,74.9,9.3,27.0,24.6,33.0,25.3,13.5,29.3,5.3,83.9,69.0,82.3
17031808200,10.0,25.4,18.4,8.0,79.4,86.3,3.1,7.1,7.1,8.5,14.0,14.8,10.3,62.9,31.5,34.3,76.4,10.4,23.5,24.3,33.0,27.8,11.1,33.0,3.4,77.2,68.5,77.0
17031808301,8.2,24.1,17.9,8.0,80.0,86.4,2.9,6.0,6.4,7.9,12.6,12.9,9.8,65.0,31.8,34.4,77.4,9.2,21.8,22.7,34.4,28.7,10.0,32.3,3.1,77.8,70.8,77.4
17031808302,7.0,22.3,18.8,7.5,80.9,87.2,2.6,5.3,5.7,7.8,11.9,11.9,9.2,65.8,29.2,33.0,77.7,8.9,20.3,21.8,35.9,30.2,9.1,32.1,2.8,76.7,73.2,77.2
17031808400,7.4,23.1,18.7,7.7,80.3,87.3,2.7,5.7,6.0,7.8,12.2,12.4,9.7,65.8,30.2,33.9,77.0,9.1,20.8,22.0,35.7,30.9,9.6,32.2,2.9,77.2,72.8,77.4
17031808500,8.7,24.1,19.2,7.6,80.0,86.5,2.8,6.4,6.4,8.4,12.8,14.1,10.0,63.0,30.6,34.0,77.0,10.2,22.3,24.1,34.0,28.8,10.6,33.2,3.1,76.4,70.3,76.8
17031808600,5.4,23.1,21.7,8.3,87.1,89.4,2.5,5.1,5.5,8.2,8.5,10.2,7.6,69.5,28.6,33.2,79.2,8.5,15.6,23.8,38.8,33.3,8.5,29.0,2.5,75.3,79.3,77.5
17031808702,10.6,6.1,28.2,1.6,64.0,64.4,1.0,2.7,1.4,9.8,15.1,12.2,2.3,64.3,9.8,11.6,75.6,15.8,16.0,16.7,31.4,27.4,5.7,33.5,0.8,38.6,68.4,68.5
17031808800,4.5,18.5,23.8,6.7,85.8,85.7,2.0,4.0,4.2,8.1,8.0,9.1,6.0,71.5,23.3,28.2,80.1,8.8,13.7,21.5,39.0,33.8,7.0,29.1,2.0,72.3,80.1,75.4
17031808900,3.9,22.8,21.1,8.6,88.7,90.4,2.5,4.4,5.0,8.0,6.8,8.8,7.0,72.1,28.2,32.7,80.7,7.7,14.1,23.4,39.9,33.6,7.7,28.2,2.4,75.7,81.5,78.1
17031809000,4.4,26.1,18.4,10.8,88.3,91.6,2.9,4.8,6.2,7.7,6.7,7.6,7.5,72.5,31.3,34.2,80.4,6.9,15.2,21.5,40.5,30.8,7.7,26.3,2.9,79.1,82.4,80.5
17031809100,4.7,23.5,20.8,8.8,88.0,90.5,2.6,4.7,5.2,8.1,7.3,9.4,7.2,71.2,28.4,32.3,80.3,8.1,15.2,23.6,39.2,31.3,8.1,29.0,2.5,75.8,80.6,78.3
17031809200,18.8,24.1,18.0,5.6,82.9,83.2,3.8,7.3,6.2,11.6,21.9,19.9,14.1,59.9,37.9,30.0,81.6,14.5,30.0,37.7,23.5,21.6,14.0,42.3,4.7,75.7,54.8,78.6
17031809300,12.5,16.2,23.1,4.6,68.4,73.3,2.4,5.2,4.7,9.6,14.4,14.4,7.0,62.8,22.2,24.1,79.8,13.8,20.3,23.7,28.8,23.4,9.5,34.0,2.5,67.8,64.1,72.0
17031809400,8.2,17.8,22.0,5.7,75.2,80.6,2.4,4.6,5.0,8.3,12.1,12.1,6.8,66.2,22.7,25.7,80.1,10.6,18.0,22.6,33.3,26.9,8.3,32.3,2.4,70.6,69.4,73.3
17031809500,6.8,18.2,23.3,6.1,81.8,83.1,2.3,4.4,4.7,8.2,10.6,11.4,6.7,68.0,24.2,27.2,80.1,10.0,16.4,23.4,35.1,29.3,8.0,31.6,2.3,71.4,73.3,73.8
17031809600,11.7,21.4,20.2,5.9,84.4,85.7,3.0,5.7,5.2,10.0,15.7,15.0,10.4,63.6,32.0,29.4,81.2,11.4,22.7,31.1,28.9,25.7,10.7,36.9,3.4,74.4,66.6,77.3
17031809700,9.1,20.7,21.4,6.0,86.3,86.6,2.7,5.1,4.6,9.6,14.9,13.8,9.4,65.6,30.4,29.3,81.0,10.8,20.7,30.0,31.0,28.0,9.9,36.0,2.9,73.3,70.4,77.0
17031809800,5.8,19.1,23.7,6.0,85.8,85.9,2.2,4.5,4.2,8.6,9.6,12.3,7.0,66.8,26.3,29.5,80.7,9.6,16.0,26.0,34.8,32.0,8.2,32.0,2.2,70.6,75.1,74.6
17031809900,3.5,18.2,24.2,6.6,87.3,87.8,2.0,3.6,3.8,7.9,7.4,8.9,5.8,72.3,22.9,28.2,81.2,8.3,12.7,22.7,39.0,36.0,6.7,29.5,1.8,71.0,80.8,75.1
17031810000,4.0,16.4,25.4,5.6,87.4,86.2,1.8,3.4,3.2,8.2,8.2,9.9,5.2,71.1,21.0,25.8,81.2,8.9,13.0,23.5,38.1,35.2,6.7,30.8,1.6,67.0,79.2,73.4
17031810100,5.8,17.1,24.4,5.5,86.3,85.2,2.0,3.9,3.5,8.6,10.5,11.8,6.3,68.9,23.5,26.4,81.2,10.0,15.8,25.5,35.8,32.3,7.8,32.6,2.0,68.7,75.1,73.9
17031810200,10.3,19.0,21.9,5.1,84.3,83.9,2.4,5.2,4.1,10.1,16.5,16.6,8.6,63.4,28.1,26.9,80.9,12.2,22.0,30.5,29.9,27.4,10.0,37.9,2.7,69.7,66.0,75.4
17031810301,10.0,23.6,18.8,7.0,84.9,87.4,3.1,6.0,5.8,9.5,15.6,14.2,10.7,64.6,32.8,31.5,80.5,10.7,23.1,29.8,31.0,26.8,10.9,35.5,3.4,76.1,68.4,78.4
17031810302,7.4,22.3,20.5,7.0,87.1,88.2,2.7,5.2,4.9,9.3,11.2,12.4,9.0,67.1,30.9,30.7,80.7,9.9,18.8,28.1,33.9,29.6,9.3,33.8,2.9,75.0,73.8,78.4
17031810400,6.4,23.1,22.3,8.2,86.0,87.9,2.5,5.4,5.5,8.4,9.5,11.6,7.6,68.5,28.2,32.3,78.0,9.2,17.1,24.0,37.5,31.5,8.8,29.6,2.6,74.8,77.2,76.6
17031810501,11.2,29.5,19.3,9.9,82.2,86.3,3.5,8.5,8.4,9.1,13.5,15.2,10.3,64.3,34.8,36.0,75.6,11.1,24.6,26.1,33.3,26.2,12.5,31.3,4.1,79.0,69.0,77.8
17031810502,12.0,27.0,20.4,8.6,81.5,84.2,3.3,8.0,7.6,9.2,15.3,16.5,10.1,63.0,33.2,34.7,75.3,11.9,24.4,27.0,31.8,25.9,12.3,32.7,3.8,76.9,67.1,76.2
17031810600,10.7,23.3,21.9,7.0,81.0,83.4,2.8,7.0,6.1,9.3,15.1,16.9,9.1,62.2,28.8,31.9,76.5,12.2,23.0,27.3,32.1,27.7,11.4,33.6,3.1,73.2,66.8,74.3
17031810701,16.7,24.6,21.9,6.3,79.0,80.1,3.1,9.0,6.8,10.5,22.2,22.4,10.4,56.8,29.9,32.2,75.8,15.5,28.7,32.0,27.6,23.5,14.7,36.2,3.6,71.2,57.6,72.4
17031810702,12.0,24.7,21.7,7.3,81.7,83.2,3.0,7.5,6.6,9.4,18.2,17.6,9.8,62.5,30.8,32.6,76.1,12.6,24.9,28.9,30.2,25.7,12.1,34.1,3.4,74.2,64.9,74.6
17031810800,10.2,22.3,23.6,6.7,82.9,82.9,2.6,6.6,5.6,9.2,15.6,16.5,8.3,63.4,27.9,31.1,76.6,12.3,21.7,27.3,33.1,27.6,10.9,33.3,2.8,71.8,68.5,73.6
17031810900,10.3,21.5,23.3,6.3,82.2,82.6,2.6,6.3,5.4,9.1,17.6,16.7,8.5,62.1,27.3,30.3,77.5,12.3,22.8,28.3,31.9,27.1,10.9,34.1,2.8,70.9,67.0,73.4
17031811000,7.6,24.4,21.8,7.9,84.5,87.0,2.8,6.2,6.0,8.7,11.6,13.4,8.7,66.7,29.8,33.2,78.3,10.4,19.7,26.6,35.1,29.8,10.3,31.7,2.9,75.1,73.5,76.4
17031811100,13.8,23.9,22.8,6.5,80.0,80.3,2.9,8.0,6.4,9.8,18.1,20.6,9.4,59.5,30.7,32.6,76.1,14.1,25.7,30.2,29.2,24.6,13.0,35.3,3.3,72.4,61.7,72.9
17031811200,10.5,21.8,23.7,6.3,82.4,83.3,2.5,6.5,5.4,9.2,16.8,17.4,8.5,62.0,27.1,30.5,76.6,12.4,22.8,28.3,31.7,27.1,11.1,34.3,2.8,70.7,67.2,73.2
17031811301,13.3,20.6,22.2,5.6,81.1,81.3,2.8,6.6,5.6,9.2,25.9,17.8,10.0,57.2,28.8,31.0,75.9,12.9,27.7,30.7,28.4,25.3,12.3,35.7,3.0,69.9,61.2,72.6
17031811302,18.1,19.2,21.4,4.5,78.0,78.1,2.9,7.0,5.7,9.8,33.1,21.1,10.9,51.5,28.1,29.1,76.6,15.2,32.5,34.4,24.4,22.3,14.1,38.2,3.1,66.7,52.0,70.8
17031811401,10.7,20.6,23.4,6.0,82.4,82.7,2.6,6.1,5.4,8.8,21.1,16.3,9.0,60.5,27.0,30.2,76.7,12.0,24.3,28.9,29.9,26.4,11.1,34.2,2.7,70.0,65.9,72.8
17031811402,10.9,20.9,22.9,6.1,82.4,83.4,2.6,6.1,5.5,8.7,20.9,16.5,9.1,60.3,27.5,30.5,76.6,12.0,24.5,28.7,31.2,26.7,11.2,34.6,2.8,70.7,65.7,73.1
17031811500,11.6,22.2,22.8,6.4,81.8,83.0,2.8,6.9,5.9,9.2,20.4,17.3,9.3,60.9,28.3,31.4,76.2,12.6,24.7,28.9,30.6,26.6,11.8,34.3,3.0,71.5,65.1,73.2
17031811600,13.0,21.3,23.7,5.8,80.3,79.9,2.7,7.0,5.7,9.4,20.0,19.8,9.0,58.7,28.3,30.9,76.0,13.6,25.0,29.2,29.7,25.8,12.0,35.4,2.9,69.9,61.9,71.7
17031811701,15.1,18.4,22.7,4.6,79.5,79.0,2.7,6.3,5.3,9.1,30.9,18.7,9.9,53.8,26.1,28.8,75.7,13.7,29.4,31.9,26.9,24.7,12.5,36.5,2.8,66.2,56.6,70.3
17031811702,13.9,21.6,21.6,5.7,80.6,81.9,2.9,7.1,5.9,9.4,25.9,18.8,10.5,56.6,29.0,31.3,76.8,13.4,28.4,31.3,27.3,24.9,13.0,36.0,3.1,70.5,59.8,72.6
17031811800,15.0,24.9,20.5,7.5,80.4,82.5,3.4,7.8,7.3,9.3,24.9,16.8,10.8,57.3,31.6,33.0,75.5,12.8,28.7,29.0,28.6,22.6,13.3,34.0,3.8,74.3,61.9,74.4
17031811900,5.1,19.2,23.4,6.8,85.2,85.2,2.2,4.2,4.4,8.6,8.6,9.4,6.5,69.3,25.0,29.1,79.9,9.4,14.5,22.3,38.0,32.7,7.4,29.4,2.1,73.3,79.6,76.4
17031812000,4.0,22.4,21.1,8.4,88.0,90.2,2.4,4.3,4.8,8.1,7.0,8.6,7.1,71.4,28.1,32.4,80.2,7.9,14.1,23.2,39.7,33.9,7.6,28.9,2.3,75.5,81.8,78.5
17031812100,5.6,20.0,21.7,6.3,88.2,88.5,2.3,4.3,4.1,9.1,9.4,11.3,7.8,69.1,28.3,29.0,82.2,9.2,16.4,27.8,35.2,31.8,8.2,33.6,2.4,72.7,76.3,77.8
17031812200,4.5,21.3,21.6,7.5,88.0,90.2,2.4,4.3,4.5,8.3,7.7,9.5,7.4,70.3,28.1,31.6,81.5,8.0,14.9,24.8,38.2,32.9,7.7,30.1,2.3,74.5,80.1,78.0
17031812301,5.5,20.5,21.3,7.3,86.0,87.1,2.5,4.3,4.7,8.4,9.7,10.2,7.2,70.4,27.0,29.0,80.6,9.0,16.2,24.1,37.2,30.4,8.0,31.3,2.5,74.2,76.5,76.8
17031812302,6.6,22.3,21.1,7.3,86.6,88.6,2.6,5.0,4.9,8.8,9.6,11.6,8.2,68.2,29.4,31.7,80.8,9.4,17.3,26.5,36.8,30.5,9.0,31.8,2.7,74.9,76.2,77.4
17031812400,3.8,21.2,22.2,7.4,88.3,90.4,2.3,4.2,4.4,8.3,6.6,9.0,7.0,70.6,26.8,31.8,80.9,8.2,13.8,24.5,39.1,35.4,7.7,29.6,2.2,73.9,81.5,77.6
17031812500,9.2,22.6,20.2,6.7,86.0,86.4,2.9,5.6,5.0,9.9,12.2,13.9,9.5,67.5,32.0,30.6,81.3,10.8,20.0,29.5,31.6,28.1,10.1,34.9,3.1,75.3,70.5,77.7
17031812600,6.4,18.6,22.2,5.4,86.5,86.2,2.3,4.3,3.8,9.4,10.7,12.4,7.6,67.9,26.4,26.8,82.6,10.4,17.2,28.9,33.2,30.5,8.5,34.9,2.3,70.7,72.7,76.2
17031812700,7.5,21.6,20.9,6.6,85.6,86.8,2.6,5.1,4.9,9.3,10.7,12.7,8.3,65.8,28.3,29.7,81.5,10.4,18.7,27.9,34.1,28.2,9.5,33.6,2.7,73.6,72.5,76.7
17031812801,7.4,20.3,21.6,6.3,84.4,85.7,2.6,4.9,4.7,9.1,11.6,12.8,8.3,67.6,27.8,28.5,81.0,10.4,18.4,27.5,33.9,29.2,9.0,33.9,2.7,73.1,71.7,76.1
17031812802,5.5,17.6,23.8,5.5,86.6,85.5,2.1,4.0,3.6,8.9,9.9,11.8,6.5,68.3,24.1,26.7,81.1,10.0,15.7,26.6,35.1,32.5,7.9,33.0,2.0,68.8,75.0,74.5
17031812900,4.8,19.2,23.4,6.6,87.8,88.1,2.2,4.0,4.1,8.4,8.2,10.2,6.6,69.7,25.5,28.9,81.7,8.8,14.6,24.9,37.2,30.9,7.6,31.1,2.1,71.6,78.8,76.0
17031813000,5.4,19.0,23.2,6.1,88.1,88.0,2.1,4.1,3.8,8.8,9.4,11.3,7.1,70.0,26.6,28.5,81.9,9.2,15.5,26.6,35.2,32.3,7.7,32.8,2.2,71.7,77.2,76.4
17031813100,5.8,17.9,22.9,5.5,87.3,86.4,2.1,4.0,3.6,9.0,10.6,11.7,7.1,67.9,26.0,26.9,82.0,10.0,16.4,27.3,35.2,31.1,8.0,34.4,2.1,70.1,75.0,76.1
17031813200,5.1,19.1,23.0,6.3,87.7,88.1,2.1,4.2,4.0,8.6,9.3,11.0,6.9,69.2,25.4,28.8,81.1,9.2,15.5,25.6,37.6,32.6,7.9,32.0,2.1,71.2,77.4,75.9
17031813301,18.4,16.5,21.4,3.4,77.5,75.2,3.0,5.9,5.0,9.7,39.7,20.9,11.4,46.5,26.0,27.0,78.0,15.9,35.0,37.4,20.6,20.4,14.6,39.2,2.8,61.8,47.1,69.1
17031813302,16.2,15.2,22.6,3.3,78.5,75.9,2.7,5.2,4.5,9.1,39.4,19.6,10.3,46.9,24.5,26.2,78.2,14.8,33.3,35.6,21.1,20.6,13.1,38.4,2.5,60.0,50.2,68.6
17031813400,17.6,16.9,22.0,3.9,78.6,75.7,2.9,5.9,5.0,9.4,39.1,19.6,10.8,48.2,26.9,28.6,77.2,15.0,33.6,34.6,22.7,21.2,13.8,37.8,2.8,63.6,50.7,69.0
17031813500,15.6,17.5,22.2,4.3,79.8,78.5,2.8,5.8,5.1,9.2,36.2,18.5,10.6,51.6,26.5,28.4,77.1,14.2,32.0,33.8,24.4,22.6,13.2,37.5,2.8,65.0,53.7,70.1
17031813600,14.5,15.5,22.9,3.7,79.8,77.4,2.6,5.0,4.4,8.8,37.7,17.5,9.8,50.0,24.6,27.0,77.3,13.7,31.3,33.5,24.0,22.3,12.2,36.9,2.4,62.2,54.2,69.0
17031813701,19.9,18.1,20.9,3.8,76.4,75.3,3.3,6.7,5.7,10.0,42.6,22.1,12.6,45.1,28.2,28.9,76.4,16.6,37.6,37.3,19.7,19.7,15.8,39.5,3.2,64.4,44.9,69.4
17031813702,17.5,16.2,22.1,3.7,78.1,74.0,2.9,5.7,5.0,9.6,42.6,19.9,10.9,47.4,26.7,28.1,77.0,15.7,35.2,34.9,21.6,19.9,14.2,38.1,2.7,62.5,48.3,68.3
17031813801,15.5,16.8,21.9,3.7,78.5,76.4,2.9,5.7,4.9,9.2,41.0,19.6,11.4,47.4,26.4,28.6,77.5,15.0,34.9,35.8,21.5,21.4,14.2,38.2,2.7,63.2,49.6,68.8
17031813802,17.3,17.8,21.4,4.1,77.5,77.6,3.1,6.1,5.6,9.1,39.4,19.5,11.8,48.3,26.7,28.7,77.4,14.7,34.5,35.8,22.5,20.6,14.2,37.9,2.9,65.0,50.0,69.7
17031813900,18.7,17.5,21.6,3.8,77.1,75.3,3.0,6.3,5.3,9.5,39.8,21.0,11.4,45.9,27.4,28.9,77.4,15.5,35.3,36.1,21.6,20.3,14.6,38.5,2.9,63.9,48.2,69.1
17031814000,14.8,16.9,22.4,4.2,79.7,78.5,2.7,5.5,4.9,8.9,36.3,17.7,10.3,50.9,25.5,28.0,77.1,13.7,31.6,33.2,24.2,21.5,12.6,36.8,2.6,64.5,54.8,69.8
17031814100,18.0,17.1,21.6,3.8,76.9,75.6,3.0,6.1,5.3,9.5,40.9,20.6,11.5,47.0,26.9,28.6,77.2,15.5,35.4,35.9,21.2,19.4,14.4,38.5,2.9,63.7,48.3,69.0
17031814200,16.1,16.1,22.6,3.7,78.5,76.0,2.7,5.5,4.7,9.2,38.6,19.1,10.4,48.6,25.6,27.6,77.1,14.7,33.0,34.8,22.8,21.6,13.3,37.8,2.6,62.4,51.5,68.8
17031814300,19.5,18.8,21.1,4.5,78.1,77.0,3.2,6.6,5.9,9.4,40.0,19.8,11.7,48.1,27.7,29.4,76.9,15.2,35.4,35.3,22.8,19.7,15.0,37.8,3.2,65.6,49.5,69.7
17031814400,15.7,18.7,22.0,4.8,80.7,79.5,2.9,6.2,5.5,9.0,34.3,18.0,10.5,53.0,27.3,29.3,76.5,13.7,31.2,33.2,25.7,22.1,13.1,36.6,2.9,66.8,55.5,70.6
17031814500,13.2,19.3,22.3,5.7,81.7,81.5,2.8,5.7,5.5,8.5,31.3,15.0,9.8,57.7,27.3,29.6,76.4,11.9,28.2,29.7,28.1,23.7,11.6,34.3,2.9,69.4,61.7,71.9
17031814600,14.8,19.4,21.8,4.8,80.6,79.9,2.8,6.4,5.4,9.4,29.7,19.2,10.5,54.2,27.8,29.4,77.3,14.1,30.3,33.8,26.4,23.7,13.2,37.6,2.9,67.2,56.0,71.5
17031814700,12.6,18.4,22.0,4.8,81.3,81.5,2.7,5.7,5.0,8.9,27.0,16.8,9.7,56.5,26.0,28.4,77.7,12.6,27.2,31.5,27.3,24.8,11.6,35.9,2.7,67.3,60.4,71.8
