locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031250400,18.1,24.5,17.1,5.2,83.2,83.9,3.7,7.5,5.9,12.4,21.6,21.4,15.0,59.4,40.9,30.4,82.8,15.2,31.4,40.7,22.1,22.1,14.8,45.2,4.8,75.9,53.0,80.6
17031250500,9.8,22.3,20.3,6.3,85.0,86.2,2.9,5.9,5.3,9.6,16.6,15.1,10.2,63.0,31.8,30.8,80.2,11.3,23.2,30.9,30.9,27.1,10.9,36.1,3.2,74.1,67.3,77.0
17031250600,19.2,25.7,16.5,5.5,83.1,84.4,4.0,7.9,6.6,12.4,21.7,21.5,16.1,60.0,42.2,31.1,83.3,14.9,32.2,40.6,22.0,21.3,15.1,45.1,5.3,77.1,52.2,81.3
17031250700,18.2,25.3,16.5,5.4,83.5,84.3,3.8,7.5,5.9,12.5,20.4,21.4,15.4,61.0,42.6,30.7,83.4,14.9,31.5,41.2,22.1,21.7,14.4,45.7,5.0,76.8,52.8,81.6
17031250800,23.5,26.6,16.0,5.3,81.0,82.2,4.4,9.0,7.2,12.8,25.7,24.0,17.6,56.5,43.4,32.1,82.4,16.2,35.8,42.8,19.8,20.1,16.8,45.9,5.8,77.0,46.7,80.3
17031251000,19.6,22.7,17.6,4.9,82.8,83.4,3.4,7.0,5.4,12.4,23.0,21.9,13.8,60.0,37.6,27.8,80.8,15.4,31.6,39.9,22.6,22.3,13.7,45.5,4.4,73.7,52.2,80.1
17031251100,31.3,30.7,13.9,6.0,79.0,82.4,5.4,11.6,9.1,14.6,27.4,28.0,20.5,54.0,46.9,33.3,81.2,18.7,41.1,45.4,18.6,17.6,20.4,47.6,7.5,78.6,40.5,81.8
17031251200,23.0,27.5,15.8,5.7,82.1,83.4,4.4,9.2,7.2,13.3,23.9,24.1,17.5,58.2,44.4,32.1,82.0,16.4,34.9,42.6,20.6,20.6,16.9,46.4,5.9,77.4,47.7,81.4
17031251300,24.3,27.4,15.5,5.5,81.1,83.3,4.4,9.4,7.2,13.5,24.1,25.2,17.5,56.9,44.2,31.7,82.3,16.7,36.0,42.9,20.3,19.4,17.1,46.6,6.0,77.1,46.3,81.4
17031251400,18.7,27.2,15.8,6.1,83.9,85.3,4.2,8.1,7.0,12.4,20.0,20.7,16.6,61.8,45.2,32.9,82.3,14.4,31.5,40.8,22.8,22.5,15.3,44.7,5.5,78.7,53.9,82.3
17031251500,32.0,28.7,14.5,5.2,78.3,81.2,5.0,11.3,8.5,14.6,27.8,30.1,19.9,50.5,45.9,32.3,81.0,19.4,41.0,46.4,18.0,17.5,20.2,48.7,7.0,76.6,38.8,80.8
17031251600,29.6,29.4,14.2,5.5,78.9,81.4,5.2,11.0,8.7,14.3,25.5,27.7,20.2,54.2,47.0,33.0,81.5,18.8,39.3,46.6,18.4,18.6,20.0,48.1,7.1,77.8,40.8,81.7
17031251700,18.9,22.4,18.2,5.0,83.3,81.1,3.5,6.8,5.5,12.2,22.5,21.1,13.6,60.5,41.5,29.9,81.7,14.9,30.2,39.2,23.5,22.1,13.4,45.0,4.5,74.5,53.2,80.1
17031251800,33.8,29.9,14.1,5.4,78.4,81.1,5.3,11.6,8.9,14.9,27.3,30.2,20.6,51.2,46.8,32.4,81.7,20.2,41.9,47.8,17.8,17.0,21.3,49.6,7.4,77.3,37.7,81.6
17031251900,29.6,26.7,15.4,4.8,79.2,80.0,4.5,10.0,7.4,14.3,25.7,28.7,17.9,51.8,44.8,31.0,81.8,19.3,38.5,46.3,18.4,18.1,19.1,49.0,6.2,75.1,40.8,80.6
17031252000,25.7,27.5,15.1,5.4,80.9,81.8,4.5,9.4,7.4,13.7,23.5,25.6,17.8,56.0,46.5,32.4,82.3,17.1,35.8,44.1,20.0,18.9,17.3,47.4,6.1,77.6,45.4,81.7
17031252101,25.3,30.6,14.0,6.4,81.2,83.6,5.2,10.4,8.7,13.7,22.4,24.2,19.8,57.6,49.6,34.7,82.8,16.8,36.9,44.3,19.7,19.1,18.7,46.7,7.1,80.3,46.2,82.9
17031252102,22.3,26.7,15.5,5.6,82.3,83.7,4.2,8.5,6.9,13.2,21.7,23.1,16.8,59.1,44.4,31.2,81.9,16.1,34.0,42.5,21.6,20.6,15.9,46.7,5.7,77.5,49.4,82.2
17031252201,25.4,31.9,13.6,6.9,81.1,85.3,5.4,10.8,9.3,13.6,23.7,24.2,20.5,57.2,49.6,35.0,81.5,16.2,38.0,43.3,20.5,18.8,18.7,45.8,7.5,80.9,46.0,83.3
17031252202,33.0,30.0,14.0,5.6,78.6,81.1,5.4,11.7,9.2,14.9,27.6,29.3,20.6,51.4,47.3,33.0,81.2,19.9,41.2,46.7,18.0,17.1,21.3,49.0,7.5,77.6,38.6,81.6
17031260100,35.2,31.2,14.0,5.9,77.1,81.5,5.8,12.4,10.3,14.4,28.6,30.4,21.9,51.0,49.1,34.1,80.7,19.5,43.0,47.4,18.1,16.1,21.8,48.8,8.2,78.6,36.9,81.4
17031260200,27.9,27.0,15.5,5.0,79.9,80.8,4.5,9.9,7.4,14.2,25.3,27.4,17.9,53.0,44.8,31.4,82.6,18.8,37.5,45.0,18.6,17.9,18.6,48.4,6.2,76.1,42.7,80.9
17031260300,32.4,28.8,14.6,5.4,79.6,81.4,5.1,11.2,8.7,14.7,28.0,29.1,19.5,51.6,45.1,31.4,80.9,19.6,40.6,45.7,18.5,17.0,20.5,48.6,7.2,76.5,39.2,81.1
17031260400,38.6,30.9,14.0,5.4,76.1,78.7,5.8,13.4,10.0,15.4,31.3,33.5,22.1,47.9,49.3,34.2,80.9,21.7,44.7,48.8,16.6,16.1,23.6,50.2,8.3,77.1,33.3,80.6
17031260500,34.4,27.7,14.9,5.1,78.7,80.7,4.8,11.0,8.0,15.1,28.3,30.1,18.5,49.9,43.2,30.2,80.7,20.4,41.1,45.3,18.8,16.8,20.3,49.2,6.8,75.0,38.4,80.6
17031260600,34.1,29.8,14.4,5.5,77.8,79.5,5.3,11.9,9.1,15.0,28.1,29.9,20.5,51.8,48.1,33.6,81.1,20.2,41.7,46.3,17.9,16.6,21.2,49.0,7.5,77.6,37.9,81.3
17031260700,37.1,29.0,14.3,5.1,77.2,79.2,5.3,12.1,8.9,15.2,29.3,31.6,20.3,49.0,46.6,32.0,81.9,21.1,42.6,47.2,17.4,15.7,21.6,49.6,7.5,76.3,35.5,80.8
17031260800,30.6,29.0,14.5,5.4,79.5,81.3,4.9,11.0,8.3,14.4,26.0,28.7,19.5,51.6,47.3,33.0,81.6,18.8,39.7,46.1,18.1,17.6,19.7,48.6,6.9,77.4,40.6,81.3
17031260900,28.4,25.6,15.9,4.8,82.0,80.1,4.2,9.1,6.6,13.9,25.4,27.6,16.4,52.7,44.6,30.5,81.6,18.1,37.3,44.3,19.2,17.5,17.3,48.4,5.7,75.1,43.2,80.6
17031261000,27.1,28.0,15.0,5.6,81.0,81.3,4.7,9.8,7.6,13.9,25.1,26.1,18.1,55.2,47.5,32.7,81.6,17.7,37.4,44.2,19.4,18.4,18.1,47.8,6.4,77.7,44.1,81.8
17031270500,37.1,30.6,13.6,5.5,77.0,80.4,5.7,12.9,9.9,15.4,30.0,31.8,21.5,49.9,46.8,32.8,81.3,21.1,43.9,47.4,16.4,15.6,22.8,49.2,8.1,77.1,35.0,81.0
17031271200,25.7,25.7,16.1,5.1,82.6,80.9,4.2,9.1,7.1,13.6,25.2,26.8,16.3,55.1,44.2,31.1,82.0,17.6,35.9,43.4,21.3,18.6,17.2,47.5,5.7,75.0,44.8,80.2
17031271300,34.3,28.0,14.2,4.9,78.6,79.7,5.0,11.1,8.1,15.1,27.9,30.7,19.0,50.1,44.6,30.8,81.6,20.7,41.2,47.1,16.8,16.3,20.6,49.3,6.9,75.4,37.2,80.8
17031271400,28.8,26.8,15.2,5.0,80.6,81.3,4.6,9.7,7.4,13.9,24.7,27.2,17.7,53.5,43.6,30.7,82.8,18.3,37.2,45.1,19.6,18.8,18.6,47.8,6.1,75.5,42.9,80.7
17031271500,25.2,27.7,15.1,5.2,81.0,82.4,4.5,9.6,7.2,14.0,22.6,26.4,18.1,54.3,46.2,32.1,83.0,17.9,36.3,45.8,18.8,19.2,18.3,48.6,6.1,77.2,44.6,81.6
17031271800,41.9,30.5,13.4,4.8,75.7,78.6,5.7,13.2,9.7,15.4,30.8,35.7,22.3,45.9,49.1,33.3,82.4,22.6,47.2,51.6,15.9,14.5,24.4,51.8,8.1,77.2,30.7,80.8
17031280100,2.9,9.4,30.0,3.3,86.5,82.6,1.1,1.9,1.7,7.3,7.9,8.8,3.0,69.9,13.6,18.2,82.5,8.5,10.4,20.5,38.4,35.7,4.6,31.1,0.9,52.3,79.4,68.7
17031280400,28.4,24.1,15.7,4.2,78.9,78.2,3.9,8.9,5.8,14.6,24.7,27.5,15.0,51.7,39.4,28.7,83.2,19.5,36.3,43.6,17.7,18.8,17.5,47.0,5.0,72.9,43.4,78.8
17031280800,21.5,27.8,15.1,6.3,82.7,83.2,4.8,8.7,8.4,12.7,21.2,20.9,17.8,61.7,46.2,33.3,82.8,15.0,32.8,40.5,21.5,20.5,15.6,44.0,6.3,79.6,50.8,82.3
17031280900,27.9,23.3,15.5,3.9,79.4,78.4,3.9,8.8,5.5,14.8,25.0,28.6,14.5,52.1,37.0,26.3,83.6,20.7,36.8,45.2,16.9,17.3,18.1,48.8,4.9,69.6,40.9,78.9
17031281900,4.2,8.4,26.7,2.6,79.0,78.9,1.1,2.0,1.7,7.4,10.2,9.5,3.2,67.3,13.5,17.0,83.0,9.4,12.5,19.3,34.9,32.0,5.0,32.7,0.9,51.6,74.7,69.0
17031282700,10.9,14.5,22.4,3.5,82.2,78.6,2.2,4.1,3.4,9.7,20.0,16.8,7.9,58.7,25.8,23.9,82.5,13.0,23.1,31.0,26.9,24.5,9.7,39.1,2.3,64.0,61.3,73.2
17031282800,6.9,13.2,23.9,3.6,80.6,79.8,2.0,3.3,3.2,8.5,16.5,13.4,6.9,60.7,20.7,22.5,81.8,11.4,19.4,27.8,28.3,27.8,8.1,35.4,1.8,61.6,65.9,71.6
17031283100,11.1,15.2,20.1,3.9,73.6,78.0,2.4,4.2,3.8,9.3,14.6,14.0,7.8,63.1,22.8,22.6,82.5,12.4,20.9,25.6,27.5,23.8,8.9,36.8,2.4,68.2,62.8,73.7
17031283200,7.7,13.9,23.9,3.8,82.6,80.9,1.9,3.5,2.9,9.2,12.6,12.9,6.2,63.8,22.3,22.5,83.5,11.3,17.4,26.6,32.4,28.5,7.7,35.8,1.8,64.6,69.9,73.5
17031283800,12.2,17.7,21.3,4.9,83.5,81.4,2.7,4.6,4.3,9.7,15.9,15.1,9.1,66.2,29.1,25.7,83.2,11.6,21.3,29.3,26.7,24.3,9.3,37.2,3.0,71.9,64.8,74.9
17031290900,28.9,26.7,15.2,5.1,80.4,81.3,4.5,9.7,7.4,14.1,25.3,27.1,17.4,53.3,43.7,30.5,83.1,18.6,37.6,44.5,18.9,17.3,18.3,48.1,6.2,75.7,42.8,80.9
17031291200,28.5,23.8,15.9,4.3,80.5,80.0,3.9,8.8,6.0,14.5,25.1,27.5,15.2,52.1,39.6,27.5,82.1,19.6,36.5,44.0,19.0,18.6,17.5,48.5,5.2,72.0,42.6,80.1
17031291600,14.4,17.3,21.0,3.9,80.2,80.1,2.9,5.6,4.8,9.9,32.4,19.6,11.2,50.9,26.8,26.7,79.7,14.4,31.3,35.7,21.2,20.4,13.1,39.4,2.9,64.5,52.7,71.8
17031292200,27.7,26.1,15.5,5.1,81.0,81.5,4.4,9.2,7.2,13.8,24.3,26.1,16.8,54.4,42.7,29.9,82.5,17.9,36.2,43.6,19.5,17.6,17.5,47.5,6.0,75.3,44.2,80.8
17031292400,27.7,26.0,15.8,5.0,81.8,81.0,4.3,9.3,7.0,14.1,26.0,27.0,16.7,54.2,43.8,30.5,81.8,18.2,37.0,43.9,19.6,18.5,17.6,48.1,5.9,75.1,43.7,80.5
17031292500,24.1,27.2,15.2,5.9,81.3,83.0,4.5,8.8,7.5,13.4,22.3,22.6,17.1,57.0,44.3,31.4,82.1,16.2,34.0,41.6,21.2,19.7,16.5,45.7,6.1,77.5,48.9,82.1
17031300500,20.4,16.8,21.4,3.4,75.3,73.5,3.2,6.4,5.5,10.0,44.0,22.8,12.3,44.3,27.3,27.8,76.9,16.9,37.5,37.3,19.2,19.0,15.8,39.5,3.1,62.0,43.0,68.1
17031300600,17.4,18.8,20.5,4.3,79.6,77.7,3.4,6.2,5.8,9.8,36.4,19.4,12.9,50.6,30.8,29.8,78.4,14.8,33.9,36.4,21.3,20.9,14.5,38.8,3.4,68.5,50.5,71.8
17031300700,21.6,17.3,20.6,3.4,74.9,72.8,3.4,6.8,5.8,10.1,46.9,23.2,13.0,40.9,27.9,29.2,77.1,17.5,39.5,37.9,18.3,17.9,17.0,39.1,3.2,62.6,41.9,67.8
17031300800,25.9,19.6,19.0,3.5,71.6,71.9,4.0,8.4,7.1,10.9,50.8,26.8,15.6,38.1,29.7,30.7,76.4,19.7,45.1,41.5,15.8,16.8,20.2,41.0,3.9,63.9,35.2,68.0
17031300900,24.2,18.4,19.8,3.4,73.7,72.6,3.7,7.5,6.5,10.4,49.2,25.2,14.4,39.2,28.4,29.6,76.4,18.3,42.4,40.1,16.8,17.6,18.5,40.1,3.5,62.6,37.9,67.6
17031301100,18.9,17.8,20.5,3.7,76.1,74.0,3.4,6.5,5.9,9.9,42.1,21.7,12.9,45.0,28.6,29.5,77.9,16.6,37.7,37.9,18.8,19.1,16.0,38.9,3.2,64.3,44.8,69.2
17031301200,22.4,19.2,19.4,3.8,74.1,73.3,3.8,7.5,6.7,10.2,44.7,23.9,14.6,41.9,30.7,30.9,77.6,17.7,41.0,40.0,17.9,17.3,17.9,40.1,3.7,65.9,40.4,69.4
17031301600,18.8,17.5,20.7,3.7,76.8,74.4,3.4,6.4,5.9,9.5,45.2,21.3,13.1,42.8,28.0,29.7,77.5,16.3,38.3,37.4,18.9,19.1,16.3,38.5,3.2,63.9,44.4,68.4
17031301701,19.5,17.9,20.7,3.6,75.4,74.2,3.6,6.6,6.3,9.3,45.8,22.1,13.9,43.3,27.8,29.4,78.3,16.5,39.5,39.2,18.1,18.2,16.7,39.3,3.3,63.4,42.1,68.3
17031301702,17.2,16.5,21.5,3.5,77.2,74.7,3.1,5.8,5.2,9.3,43.6,20.6,12.0,44.3,26.4,28.4,77.9,15.7,37.2,36.9,19.0,18.8,14.9,38.5,2.8,62.4,46.3,68.2
17031301801,19.0,18.1,20.2,3.8,76.3,75.4,3.4,6.5,5.9,9.5,44.4,21.5,13.4,44.0,28.4,30.1,77.9,16.3,39.5,38.0,18.7,18.8,16.5,38.7,3.2,64.7,44.2,68.9
17031301802,19.5,17.3,20.8,3.5,75.3,73.9,3.4,6.4,5.9,9.6,45.6,21.7,13.1,43.0,27.9,29.4,77.3,16.5,39.1,37.7,18.0,18.2,16.2,38.8,3.1,63.7,43.6,68.2
17031301803,18.0,16.6,21.4,3.5,76.4,74.1,3.2,6.0,5.4,9.5,45.4,21.2,12.2,44.4,26.7,28.6,77.1,16.1,37.8,36.8,19.0,19.0,15.2,38.4,2.9,62.5,44.7,67.9
17031310200,7.4,14.3,25.0,4.2,83.3,80.7,2.2,3.7,3.8,8.0,20.3,13.4,7.6,58.7,23.2,25.9,80.9,10.9,20.7,28.5,28.4,26.5,8.7,33.7,1.9,64.0,67.1,70.7
17031310300,9.9,14.6,24.3,3.9,80.7,78.4,2.4,4.3,4.1,8.7,26.1,16.0,8.5,55.6,22.4,25.4,78.9,13.1,24.7,30.0,25.7,25.2,10.5,35.0,2.1,62.5,61.0,69.6
17031310400,8.9,14.5,23.5,3.9,82.7,78.8,2.4,4.1,4.0,8.4,25.9,14.9,8.7,57.9,23.7,26.3,80.5,12.0,24.6,30.5,24.5,24.2,10.1,34.7,2.1,63.5,62.1,70.4
17031310500,10.1,15.2,23.3,3.9,79.9,79.1,2.7,4.4,4.5,8.4,32.1,15.7,10.0,53.7,24.2,26.9,79.1,12.6,28.1,32.3,24.0,24.0,11.1,35.5,2.3,64.1,58.2,70.0
17031310600,15.3,16.6,22.1,3.8,77.3,75.6,3.1,5.6,5.4,9.2,33.3,18.9,11.5,49.5,27.8,28.9,79.3,14.5,31.3,34.3,21.5,21.2,13.1,36.8,2.9,65.8,52.2,69.9
17031310700,15.1,16.7,22.6,4.1,79.1,77.0,3.1,5.5,5.7,8.6,34.9,18.1,11.2,49.2,26.5,28.4,79.8,14.0,31.3,33.8,24.2,20.3,13.2,36.5,2.9,64.9,52.8,69.4
17031310800,12.1,15.6,22.8,4.0,79.9,77.5,2.8,4.7,4.7,8.7,33.7,16.3,10.2,52.3,24.8,27.3,78.1,13.3,29.3,32.5,23.8,23.3,11.8,35.7,2.4,63.4,56.7,69.7
17031310900,14.3,16.2,22.3,3.7,78.1,76.3,2.9,5.5,5.0,9.1,36.2,19.0,11.0,49.0,25.2,27.6,78.1,14.9,32.1,34.5,22.1,21.7,13.7,37.2,2.7,62.9,51.5,68.8
17031320100,3.6,14.8,24.8,5.3,83.6,84.5,1.8,2.9,3.2,7.5,8.6,8.5,5.3,71.9,20.6,24.9,81.4,8.2,12.6,20.7,38.5,34.3,5.9,30.4,1.6,68.4,79.0,73.3
17031320400,6.1,6.2,31.4,1.7,73.9,70.5,0.9,2.2,1.2,9.8,11.5,9.9,2.2,67.5,10.2,12.1,79.3,13.6,12.2,17.7,33.3,33.3,4.7,31.5,0.7,41.5,76.2,70.0
17031320600,4.9,12.1,25.7,3.8,82.6,80.8,1.6,2.7,2.5,8.4,9.6,9.8,4.9,69.4,18.1,20.9,82.4,10.0,13.5,21.7,34.7,31.5,6.0,32.3,1.4,64.0,76.0,72.3
17031330100,5.7,14.1,24.8,4.4,85.8,84.4,1.8,2.9,2.9,8.2,10.0,10.8,5.9,68.9,21.4,22.9,83.5,9.2,14.6,24.6,33.5,29.3,6.5,33.7,1.8,66.5,74.8,73.1
17031330200,7.4,19.9,19.3,5.8,84.7,87.1,2.6,4.5,4.7,8.7,11.8,12.7,9.9,67.4,30.0,29.9,81.0,9.5,19.7,26.7,32.0,29.7,8.9,35.2,2.8,75.3,70.9,77.4
17031340300,19.5,24.6,12.2,5.3,59.5,80.1,4.0,8.5,9.5,8.1,25.3,22.2,18.8,45.7,35.1,37.2,72.8,12.7,39.8,22.4,23.7,21.3,16.4,40.7,4.8,79.4,45.0,75.8
17031340400,17.4,18.7,13.8,4.0,60.9,77.6,2.9,6.4,6.5,7.8,25.4,21.6,14.1,45.6,29.2,32.5,76.1,12.7,36.0,20.9,24.3,21.6,13.6,41.3,3.3,74.4,47.9,73.1
17031340500,17.6,28.7,15.9,7.5,71.0,81.5,4.4,9.5,9.9,9.4,22.3,18.9,17.1,58.7,39.1,38.2,75.0,12.7,33.1,27.1,25.1,22.7,15.4,36.3,5.4,81.7,54.1,77.3
17031340600,47.5,38.4,10.6,6.8,73.1,79.9,8.1,18.4,14.0,17.6,33.3,35.3,28.4,46.6,54.9,38.2,79.1,24.1,51.9,51.3,14.4,13.9,29.5,50.2,11.8,81.7,28.4,83.2
17031350100,8.7,16.5,17.1,4.3,78.6,82.5,2.6,3.6,3.8,8.9,12.5,11.3,9.2,66.0,28.3,24.6,85.5,10.0,19.8,27.4,28.9,26.4,8.3,38.7,2.7,73.0,65.4,77.2
17031350400,40.7,35.2,11.8,5.5,76.2,81.0,6.3,15.5,10.2,17.2,29.1,34.9,24.9,44.8,52.1,35.9,82.1,23.3,47.6,51.8,15.5,14.6,26.7,51.3,9.2,80.4,32.4,82.4
17031351000,11.4,21.6,16.0,5.7,80.8,84.9,3.4,5.0,5.2,10.2,13.8,13.3,12.1,66.7,34.9,27.5,84.6,10.9,23.3,32.0,26.6,24.0,10.3,40.0,4.0,77.3,63.2,80.3
17031351100,36.9,30.0,12.8,5.0,75.6,79.0,5.7,12.6,8.8,16.5,27.8,32.4,20.3,50.0,45.2,31.0,82.5,23.1,43.4,49.6,16.4,15.3,23.1,50.3,7.7,75.5,34.2,81.3
17031351400,31.7,32.1,13.0,5.9,78.2,82.5,5.9,12.2,9.9,14.7,24.1,28.2,22.1,50.7,49.5,34.6,83.3,19.3,40.8,47.8,17.3,16.2,22.0,48.1,8.1,79.7,39.6,82.5
17031351500,16.8,17.7,19.4,3.5,82.5,77.0,2.8,5.4,3.9,11.9,17.2,18.8,10.3,58.8,31.4,24.2,84.9,15.3,25.8,35.7,23.2,23.8,11.7,42.9,3.2,69.2,55.0,76.9
17031360200,26.0,24.6,15.3,4.3,81.1,79.2,4.0,8.8,5.7,14.9,23.7,27.4,15.2,54.9,41.2,28.3,83.8,19.6,35.9,45.3,18.4,18.5,17.4,49.0,5.2,72.5,43.5,80.6
17031380100,24.8,32.2,13.2,7.0,82.0,85.5,5.7,11.0,10.1,13.5,22.5,23.4,21.5,58.7,50.4,36.2,82.2,16.1,36.1,43.7,20.3,19.7,19.3,45.2,7.7,81.7,47.3,83.3
17031380200,20.7,40.1,9.6,10.8,83.7,89.6,7.2,11.2,12.4,12.3,18.3,15.9,23.9,65.5,59.0,40.7,81.3,11.8,36.5,39.3,22.9,19.9,18.0,39.9,9.7,87.8,53.9,87.8
17031380500,33.1,25.9,14.2,4.2,79.2,76.8,4.3,10.2,5.8,15.9,27.3,31.1,16.3,53.3,42.8,28.9,82.7,21.8,41.1,47.5,19.7,16.1,19.8,50.3,5.7,72.9,37.8,80.6
17031380700,20.6,28.4,15.4,6.2,84.3,86.5,4.5,8.7,7.6,12.5,20.8,22.6,17.8,58.7,47.0,33.3,82.5,14.5,33.4,42.5,22.2,20.4,15.9,45.8,6.0,79.3,51.1,82.4
17031381200,15.8,23.9,16.0,5.5,86.0,86.5,3.8,6.4,5.6,12.4,16.5,17.9,13.7,62.1,38.9,27.9,84.2,13.9,27.2,39.7,24.2,22.1,13.0,44.0,4.6,75.7,57.6,82.2
17031381400,18.3,21.7,17.4,4.5,84.6,83.7,3.3,6.5,5.0,12.8,19.7,21.6,12.9,59.6,37.9,26.6,83.2,15.7,29.7,41.1,22.3,22.2,13.5,46.7,4.2,72.2,53.4,80.8
17031381500,27.0,26.7,14.3,4.8,82.7,83.2,4.5,9.1,6.4,14.7,22.5,26.2,16.9,53.1,41.7,28.8,81.9,18.6,35.9,47.4,21.1,18.5,18.2,48.4,5.7,74.7,44.7,81.2
17031381800,14.0,22.4,17.7,5.4,87.5,84.9,3.5,5.8,5.5,11.4,16.4,17.8,13.0,63.2,40.8,29.1,83.8,12.9,25.6,39.0,25.2,22.8,12.1,43.9,4.3,75.0,59.2,81.3
17031381900,17.6,24.8,16.3,5.7,85.7,86.1,3.7,7.0,5.8,12.5,18.7,20.0,14.3,61.7,40.2,29.1,82.9,14.2,29.5,39.8,22.5,22.1,13.7,44.6,4.8,76.4,55.8,81.8
17031390100,10.8,19.4,18.4,4.8,87.6,87.1,2.7,4.7,3.8,11.4,14.7,15.3,10.4,65.1,33.6,25.6,84.9,11.7,22.1,35.7,27.0,25.5,9.8,41.7,3.2,72.4,65.2,81.1
17031390200,7.5,17.5,19.6,4.7,89.8,87.5,2.3,3.6,3.1,10.4,11.7,12.4,8.6,68.8,32.5,25.4,85.2,10.2,18.6,33.1,29.5,29.2,8.3,40.0,2.5,71.9,71.0,80.5
17031390300,23.9,30.1,13.5,6.6,82.1,85.2,5.3,9.5,9.0,13.2,20.2,21.6,19.2,56.7,47.2,33.4,83.0,15.6,34.3,42.9,21.6,19.2,17.5,44.9,7.0,80.3,49.0,83.2
17031390400,20.5,31.3,13.2,7.5,82.3,86.9,5.4,9.3,9.3,12.7,19.1,19.4,19.4,61.8,47.9,34.7,82.8,14.3,33.3,40.7,22.6,20.5,16.5,42.9,6.9,82.1,52.6,83.8
17031390500,8.3,20.0,19.0,5.5,86.5,86.2,2.8,4.5,4.4,10.3,11.7,12.1,9.8,67.1,33.2,27.8,84.1,10.5,19.1,31.8,31.4,27.0,9.1,37.6,3.0,74.7,69.6,80.1
17031390600,5.4,19.9,20.1,6.4,87.0,88.1,2.6,3.9,4.2,9.2,9.0,9.6,8.4,71.9,29.4,28.3,83.3,9.0,15.9,27.3,34.3,31.0,7.8,33.5,2.6,75.6,76.0,78.9
17031390700,7.7,22.1,17.7,6.8,84.0,86.5,3.1,4.5,4.9,9.5,11.1,10.3,10.5,71.2,34.2,29.5,83.9,9.5,19.3,28.1,32.0,28.1,9.0,35.5,3.4,79.3,71.7,80.1
17031400300,22.5,23.2,16.4,4.5,83.1,81.3,3.7,7.5,5.5,13.4,21.4,24.2,14.3,56.3,41.1,28.2,83.6,17.1,32.2,43.4,21.8,19.5,15.3,47.7,4.8,72.9,48.1,80.7
17031400400,21.1,21.8,17.1,4.2,83.7,81.6,3.4,7.0,4.9,13.4,21.8,24.3,13.1,55.9,39.5,27.2,83.4,16.7,31.3,42.3,21.4,20.6,14.4,47.3,4.3,71.8,49.5,80.2
17031400500,25.7,25.8,14.9,5.1,81.9,80.5,4.3,8.8,6.8,14.1,22.9,24.7,16.3,55.6,44.5,30.9,82.8,18.0,34.9,43.5,20.3,19.1,17.1,47.3,5.7,75.9,46.4,81.7
17031400800,29.4,26.6,14.7,4.9,79.8,80.9,4.5,9.7,7.1,14.7,24.8,27.7,17.2,52.3,43.4,30.0,82.2,19.3,37.9,45.1,18.6,17.7,18.4,48.5,6.1,75.4,42.0,81.2
17031410100,8.1,18.8,20.6,5.4,84.8,84.4,2.7,4.2,4.4,9.4,12.5,11.8,9.3,68.4,31.1,27.2,84.4,10.3,18.7,29.7,30.7,28.3,8.8,36.5,2.9,74.2,69.3,77.6
17031410200,10.1,11.7,25.2,2.9,77.1,76.1,1.7,3.4,2.6,9.1,14.8,16.0,5.5,63.7,18.5,19.0,84.3,13.2,18.7,26.3,25.7,25.7,7.9,37.5,1.7,58.1,63.2,69.8
17031410500,11.0,17.2,21.3,4.4,80.6,80.1,2.6,4.4,3.9,10.6,13.3,14.0,8.9,64.2,27.8,24.1,84.5,13.0,20.2,30.2,27.8,23.8,9.4,38.2,2.8,71.3,65.4,76.5
17031410600,13.2,17.0,22.3,4.1,76.4,77.1,2.5,5.2,4.3,10.3,14.7,17.1,8.4,60.1,25.8,25.2,81.8,13.9,21.9,29.2,27.1,23.6,10.3,37.4,2.7,68.2,61.6,73.2
