,CensusTract,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
21233,17031242300,3240,1680,0,0.0,0.0,0,0,0,0,0,0,5.5,121250.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,334.0,195.0,2802.0,64.0,140.0,1.0,16.0,217.0,444.0,167.0,8.0
21234,17031242400,2764,1475,0,9.0,0.33,0,0,0,0,0,0,10.8,113750.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,245.0,267.0,2488.0,42.0,97.0,0.0,3.0,134.0,212.0,203.0,63.0
21235,17031242500,3438,1547,0,5.0,0.15,0,0,0,0,0,0,14.3,91250.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,587.0,251.0,2473.0,165.0,79.0,1.0,10.0,710.0,1268.0,455.0,150.0
21236,17031242600,5831,2502,0,0.0,0.0,0,0,0,0,0,1,17.3,49565.0,0,0,0,0,0,0,0,0,26.0,0.45,9.0,0.16,3.0,0.04,1.0,0.02,22.0,0.38,0.0,0.0,2.0,0.03,0.0,0.0,0.0,0.0,2.0,0.03,6.0,0.1,3.0,0.13,2.0,0.06,1996.0,1137.0,458.0,3519.0,692.0,94.0,3.0,44.0,1479.0,2665.0,665.0,319.0
21237,17031242700,2029,702,0,0.0,0.0,0,0,0,0,0,1,20.6,42426.0,0,0,0,0,0,0,0,0,15.0,0.74,6.0,0.32,1.0,0.03,0.0,0.0,15.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,3.0,0.45,2.0,0.22,718.0,589.0,117.0,826.0,609.0,16.0,1.0,7.0,570.0,1014.0,295.0,145.0
21238,17031242800,1436,653,0,2.0,0.14,0,0,0,0,0,0,5.6,102708.0,0,0,0,0,0,0,0,0,150.0,10.43,16.0,1.1,21.0,1.48,20.0,1.42,120.0,8.37,6.0,0.41,5.0,0.38,0.0,0.01,0.0,0.0,18.0,1.26,33.0,2.31,11.0,1.64,4.0,0.64,161.0,219.0,142.0,1246.0,33.0,28.0,2.0,1.0,126.0,272.0,90.0,35.0
21239,17031242900,1670,839,0,4.0,0.24,0,0,0,0,0,0,3.4,129688.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,245.0,146.0,1343.0,28.0,33.0,0.0,3.0,263.0,436.0,103.0,24.0
21240,17031243000,2204,987,0,0.0,0.0,0,0,0,0,0,0,7.1,85774.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,367.0,136.0,1589.0,75.0,77.0,1.0,2.0,460.0,775.0,172.0,45.0
21241,17031243100,2242,912,0,0.0,0.0,0,0,0,0,0,0,7.2,139583.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,431.0,154.0,1396.0,69.0,63.0,2.0,16.0,696.0,1110.0,128.0,98.0
21242,17031243200,2170,945,0,15.0,0.69,0,0,0,0,0,0,11.2,160962.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,361.0,113.0,1383.0,86.0,76.0,0.0,10.0,615.0,877.0,114.0,41.0
21243,17031243300,2386,1168,0,0.0,0.0,0,0,0,0,0,0,11.6,107083.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,345.0,112.0,1831.0,42.0,95.0,1.0,25.0,392.0,633.0,203.0,24.0
21244,17031243400,3001,1400,0,1.0,0.03,0,0,0,0,0,0,14.5,92344.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,467.0,173.0,1849.0,209.0,90.0,14.0,29.0,810.0,1167.0,307.0,130.0
21245,17031243500,2937,1583,0,1.0,0.03,0,0,0,0,0,0,7.8,162593.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,364.0,113.0,2137.0,397.0,204.0,3.0,9.0,187.0,267.0,362.0,121.0
21246,17031250200,2669,807,0,0.0,0.0,0,0,0,0,0,1,15.8,53889.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,727.0,196.0,529.0,1618.0,29.0,2.0,14.0,477.0,972.0,196.0,242.0
21247,17031250300,4725,1537,0,0.0,0.0,0,0,0,0,0,1,32.8,32349.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3289.0,1402.0,377.0,512.0,3570.0,50.0,0.0,20.0,573.0,1024.0,391.0,461.0
21248,17031250400,5887,1997,0,0.0,0.0,0,0,0,0,0,1,26.1,42359.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202.0,1541.0,531.0,353.0,4987.0,9.0,11.0,52.0,475.0,779.0,318.0,278.0
21249,17031250500,7538,2772,0,0.0,0.0,0,0,0,0,0,0,11.6,102334.0,0,1,0,1,0,0,0,0,3128.0,41.5,573.0,7.6,746.0,9.89,369.0,4.89,1543.0,20.47,1096.0,14.54,117.0,1.55,1.0,0.01,19.0,0.26,352.0,4.67,673.0,8.93,71.0,2.57,155.0,5.57,1829.0,1729.0,902.0,3835.0,2361.0,254.0,1.0,27.0,1060.0,1878.0,361.0,394.0
21250,17031250600,4422,1303,0,0.0,0.0,0,1,0,0,0,1,15.3,56863.0,0,1,0,1,0,0,0,0,1143.0,25.85,378.0,8.56,318.0,7.2,110.0,2.48,38.0,0.86,1028.0,23.25,1.0,0.03,0.0,0.0,1.0,0.01,75.0,1.7,93.0,2.09,83.0,6.38,90.0,6.88,1937.0,1155.0,478.0,130.0,3999.0,28.0,0.0,6.0,259.0,337.0,222.0,345.0
21251,17031250700,6098,2052,0,0.0,0.0,0,1,0,1,1,1,17.7,52792.0,0,1,0,1,0,0,0,1,1838.0,30.14,644.0,10.57,513.0,8.42,173.0,2.83,37.0,0.61,1755.0,28.78,0.0,0.0,0.0,0.0,3.0,0.05,42.0,0.69,63.0,1.04,131.0,6.39,208.0,10.13,2268.0,1546.0,599.0,197.0,5719.0,13.0,0.0,4.0,165.0,348.0,548.0,694.0
21252,17031250800,2488,763,0,0.0,0.0,0,1,0,0,0,1,33.2,37250.0,0,1,0,1,0,0,0,0,770.0,30.93,379.0,15.22,209.0,8.4,89.0,3.59,36.0,1.46,652.0,26.19,6.0,0.24,0.0,0.0,1.0,0.04,75.0,3.0,117.0,4.69,47.0,6.1,81.0,10.57,1439.0,683.0,259.0,110.0,2064.0,21.0,1.0,8.0,284.0,393.0,161.0,256.0
21253,17031251000,1181,351,0,0.0,0.0,0,1,0,0,0,1,19.1,40250.0,0,1,0,1,0,0,0,0,760.0,64.36,392.0,33.19,247.0,20.91,64.0,5.43,20.0,1.68,684.0,57.93,0.0,0.0,0.0,0.0,8.0,0.7,48.0,4.05,71.0,6.04,65.0,18.58,79.0,22.41,495.0,390.0,97.0,28.0,1072.0,0.0,0.0,11.0,70.0,100.0,97.0,117.0
21254,17031251100,4302,1498,0,17.0,0.4,0,1,0,1,1,1,41.6,32213.0,0,1,0,1,0,0,0,1,4302.0,100.0,2730.0,63.46,1195.0,27.78,577.0,13.41,82.0,1.91,4038.0,93.86,9.0,0.21,0.0,0.0,20.0,0.46,153.0,3.56,215.0,5.0,671.0,44.78,658.0,43.91,2819.0,1195.0,577.0,82.0,4038.0,9.0,0.0,20.0,153.0,215.0,677.0,653.0
21255,17031251200,4196,1164,0,0.0,0.0,0,1,0,1,1,1,23.9,53750.0,0,1,0,1,0,0,0,1,4196.0,100.0,2386.0,56.86,1165.0,27.76,493.0,11.75,120.0,2.86,3892.0,92.76,1.0,0.02,0.0,0.0,2.0,0.05,181.0,4.31,276.0,6.58,197.0,16.95,390.0,33.54,2518.0,1165.0,493.0,120.0,3892.0,1.0,0.0,2.0,181.0,276.0,196.0,387.0
21256,17031251300,4921,1625,0,13.0,0.26,0,1,0,1,1,1,23.4,32254.0,0,1,0,1,0,0,0,1,3967.0,80.6,2237.0,45.46,1112.0,22.59,421.0,8.55,85.0,1.74,3712.0,75.44,4.0,0.08,0.0,0.0,11.0,0.22,154.0,3.13,198.0,4.02,411.0,25.31,513.0,31.57,2256.0,1381.0,506.0,114.0,4601.0,5.0,0.0,11.0,190.0,252.0,434.0,541.0
21257,17031251400,3983,1526,0,59.0,1.48,0,1,0,1,1,1,21.9,44661.0,0,1,0,1,0,0,0,1,654.0,16.41,265.0,6.66,130.0,3.25,180.0,4.52,23.0,0.58,607.0,15.25,0.0,0.0,0.0,0.0,3.0,0.07,20.0,0.51,35.0,0.88,145.0,9.52,87.0,5.68,1743.0,1006.0,540.0,205.0,3641.0,10.0,1.0,5.0,121.0,140.0,790.0,514.0
21258,17031251500,4784,1391,0,320.0,6.69,0,1,0,1,1,1,45.4,35230.0,0,1,0,1,0,0,0,1,4784.0,100.0,3377.0,70.58,1393.0,29.12,459.0,9.59,97.0,2.03,4559.0,95.3,19.0,0.4,0.0,0.0,5.0,0.1,104.0,2.17,107.0,2.24,688.0,49.45,662.0,47.62,2951.0,1393.0,459.0,97.0,4559.0,19.0,0.0,5.0,104.0,107.0,652.0,630.0
21259,17031251600,3649,1109,0,20.0,0.55,0,1,0,1,1,1,32.6,36037.0,0,1,0,1,0,0,0,1,3649.0,100.0,2524.0,69.17,1084.0,29.71,430.0,11.78,53.0,1.45,3501.0,95.94,1.0,0.03,0.0,0.0,11.0,0.3,83.0,2.27,135.0,3.7,310.0,28.0,705.0,63.61,2932.0,1084.0,430.0,53.0,3501.0,1.0,0.0,11.0,83.0,135.0,304.0,680.0
21260,17031251700,1495,411,0,6.0,0.4,0,1,0,0,0,1,19.3,42396.0,0,1,0,1,0,0,0,0,1362.0,91.08,595.0,39.82,419.0,28.04,127.0,8.48,53.0,3.56,1243.0,83.11,3.0,0.2,0.0,0.0,2.0,0.13,61.0,4.06,114.0,7.6,85.0,20.71,161.0,39.17,581.0,463.0,138.0,56.0,1344.0,3.0,0.0,2.0,90.0,145.0,83.0,157.0
21261,17031251800,5112,1697,0,18.0,0.35,0,0,0,0,0,1,35.8,30682.0,0,0,0,0,0,0,0,0,369.0,7.22,267.0,5.22,87.0,1.71,57.0,1.11,2.0,0.04,359.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.16,10.0,0.2,43.0,2.52,63.0,3.72,3785.0,1608.0,526.0,25.0,4998.0,0.0,1.0,13.0,75.0,91.0,702.0,799.0
21262,17031251900,5731,1838,0,257.0,4.48,0,0,0,0,0,1,48.5,21250.0,0,0,0,0,0,0,0,0,468.0,8.16,308.0,5.38,118.0,2.06,38.0,0.67,17.0,0.3,440.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.17,14.0,0.25,78.0,4.22,55.0,3.01,2982.0,1748.0,433.0,104.0,5507.0,8.0,1.0,9.0,102.0,137.0,882.0,664.0
21263,17031252000,5719,2298,0,189.0,3.3,0,0,0,0,0,1,33.5,32946.0,0,0,0,0,0,0,0,0,6.0,0.1,4.0,0.07,2.0,0.03,1.0,0.01,0.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09,1.0,0.05,3147.0,1518.0,623.0,102.0,5509.0,7.0,2.0,9.0,90.0,103.0,1265.0,882.0
21264,17031252101,1370,575,0,5.0,0.36,0,0,0,0,0,1,34.3,29919.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,320.0,214.0,29.0,1306.0,4.0,0.0,0.0,31.0,20.0,304.0,188.0
21265,17031252102,6438,2137,0,0.0,0.0,0,0,0,0,0,1,32.5,47732.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332.0,1831.0,744.0,29.0,6294.0,1.0,1.0,24.0,89.0,42.0,639.0,678.0
21266,17031252201,2953,970,0,346.0,11.72,0,0,0,0,0,1,30.8,39605.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,640.0,559.0,71.0,2853.0,1.0,0.0,8.0,20.0,37.0,325.0,347.0
21267,17031252202,4609,1585,0,51.0,1.11,0,0,0,0,0,1,38.9,29901.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3369.0,1343.0,535.0,31.0,4509.0,6.0,0.0,1.0,62.0,61.0,623.0,796.0
21268,17031260100,1248,594,0,0.0,0.0,0,0,0,0,0,1,50.8,34688.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,308.0,170.0,21.0,1181.0,1.0,0.0,5.0,40.0,49.0,365.0,267.0
21269,17031260200,1136,322,0,14.0,1.23,0,0,0,0,0,1,31.1,37625.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,370.0,98.0,22.0,1089.0,0.0,0.0,4.0,21.0,26.0,125.0,137.0
21270,17031260300,1564,523,0,5.0,0.32,0,0,0,0,0,1,37.4,31983.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,495.0,173.0,14.0,1521.0,0.0,0.0,5.0,24.0,37.0,227.0,272.0
21271,17031260400,1271,410,0,0.0,0.0,0,0,0,0,0,1,31.2,26667.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,370.0,139.0,8.0,1219.0,0.0,0.0,0.0,44.0,51.0,121.0,212.0
21272,17031260500,1934,593,0,16.0,0.83,0,0,0,0,0,1,49.2,28095.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,611.0,161.0,11.0,1897.0,0.0,0.0,1.0,25.0,12.0,284.0,263.0
21273,17031260600,2478,745,0,0.0,0.0,0,0,0,0,0,1,51.9,28565.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,799.0,262.0,26.0,2395.0,1.0,0.0,0.0,56.0,38.0,190.0,275.0
21274,17031260700,2032,609,0,0.0,0.0,0,0,0,0,0,1,52.2,23661.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,649.0,185.0,16.0,1982.0,1.0,0.0,3.0,30.0,21.0,277.0,340.0
21275,17031260800,2539,888,0,0.0,0.0,0,0,0,0,0,1,49.6,24787.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742.0,757.0,240.0,56.0,2427.0,5.0,0.0,7.0,44.0,60.0,500.0,476.0
21276,17031260900,1480,424,0,97.0,6.55,0,0,0,0,0,1,30.7,43611.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,551.0,105.0,20.0,1446.0,0.0,0.0,5.0,9.0,28.0,100.0,194.0
21277,17031261000,2319,767,0,0.0,0.0,0,0,0,0,0,1,28.5,36780.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,665.0,268.0,8.0,2291.0,3.0,1.0,2.0,14.0,26.0,189.0,316.0
21278,17031270500,1689,577,0,145.0,8.58,0,0,0,0,0,1,50.6,25901.0,0,0,0,0,0,0,0,0,2.0,0.12,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1078.0,495.0,201.0,21.0,1638.0,1.0,0.0,6.0,23.0,41.0,411.0,418.0
21279,17031271200,1170,349,0,63.0,5.38,0,1,0,1,1,1,37.5,30528.0,0,1,0,1,0,0,0,1,1170.0,100.0,763.0,65.24,355.0,30.34,110.0,9.4,40.0,3.42,1107.0,94.62,2.0,0.17,0.0,0.0,0.0,0.0,21.0,1.79,31.0,2.65,168.0,48.06,192.0,55.04,824.0,355.0,110.0,40.0,1107.0,2.0,0.0,0.0,21.0,31.0,186.0,213.0
21280,17031271300,1045,351,0,0.0,0.0,0,1,0,1,1,1,59.3,23333.0,0,1,0,1,0,0,0,1,1045.0,100.0,728.0,69.68,358.0,34.26,84.0,8.04,13.0,1.24,1013.0,96.94,0.0,0.0,0.0,0.0,4.0,0.38,15.0,1.44,22.0,2.11,153.0,43.56,161.0,45.75,917.0,358.0,84.0,13.0,1013.0,0.0,0.0,4.0,15.0,22.0,159.0,167.0
21281,17031271400,1527,527,0,36.0,2.36,0,1,0,1,1,1,47.2,22500.0,0,1,0,1,0,0,0,1,954.0,62.48,741.0,48.51,281.0,18.41,86.0,5.62,19.0,1.25,912.0,59.71,1.0,0.07,0.0,0.0,6.0,0.37,16.0,1.08,20.0,1.31,130.0,24.74,161.0,30.58,917.0,452.0,129.0,42.0,1451.0,5.0,1.0,7.0,21.0,27.0,178.0,220.0
21282,17031271500,1397,461,0,0.0,0.0,0,0,0,0,0,1,34.6,36800.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,401.0,108.0,21.0,1345.0,1.0,0.0,1.0,29.0,28.0,174.0,217.0
21283,17031271800,970,318,0,0.0,0.0,0,0,0,0,0,1,72.2,19034.0,0,0,0,0,0,0,0,0,75.0,7.68,62.0,6.39,20.0,2.06,7.0,0.7,5.0,0.5,67.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,6.0,0.62,17.0,5.34,14.0,4.42,700.0,324.0,73.0,19.0,933.0,0.0,0.0,0.0,18.0,17.0,145.0,120.0
21284,17031280100,4872,3116,0,18.0,0.37,0,0,0,0,0,0,7.6,184464.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,263.0,120.0,3745.0,225.0,728.0,0.0,8.0,166.0,255.0,1364.0,50.0
21285,17031280400,1366,500,0,113.0,8.27,0,0,0,0,0,1,36.8,31806.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.0,395.0,67.0,120.0,1163.0,30.0,2.0,7.0,44.0,67.0,207.0,308.0
21286,17031280800,755,291,0,14.0,1.85,0,0,0,0,0,1,30.3,48432.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,237.0,123.0,29.0,709.0,1.0,0.0,1.0,15.0,26.0,184.0,185.0
21287,17031280900,942,318,0,0.0,0.0,0,0,0,0,0,1,56.3,17083.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,391.0,37.0,57.0,839.0,23.0,0.0,2.0,21.0,32.0,178.0,198.0
21288,17031281900,4844,3137,0,0.0,0.0,0,0,0,0,0,0,17.9,149828.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,211.0,111.0,2691.0,397.0,1451.0,4.0,16.0,285.0,287.0,1894.0,0.0
21289,17031282700,2349,893,0,0.0,0.0,0,1,0,1,1,1,22.2,61771.0,0,1,0,1,0,0,0,1,1573.0,66.97,698.0,29.71,412.0,17.54,86.0,3.67,385.0,16.38,718.0,30.55,103.0,4.38,0.0,0.0,8.0,0.34,360.0,15.31,493.0,20.98,112.0,12.53,85.0,9.57,870.0,585.0,107.0,632.0,1057.0,204.0,0.0,10.0,446.0,616.0,109.0,115.0
21290,17031282800,1691,694,0,0.0,0.0,0,1,0,1,1,1,21.1,75385.0,0,1,0,1,0,0,0,1,1369.0,80.94,546.0,32.28,242.0,14.32,94.0,5.55,701.0,41.43,250.0,14.81,146.0,8.63,0.0,0.0,8.0,0.48,264.0,15.6,530.0,31.34,111.0,15.95,60.0,8.58,638.0,298.0,104.0,858.0,324.0,200.0,0.0,9.0,300.0,599.0,132.0,71.0
21291,17031283100,2703,1272,0,0.0,0.0,0,0,0,0,0,1,35.7,48717.0,0,0,0,0,0,0,0,0,8.0,0.31,4.0,0.16,1.0,0.02,1.0,0.02,3.0,0.1,1.0,0.04,4.0,0.17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,2.0,0.18,1.0,0.06,1756.0,419.0,243.0,973.0,922.0,675.0,2.0,7.0,124.0,176.0,532.0,183.0
21292,17031283200,1664,688,0,0.0,0.0,0,0,0,0,0,1,21.1,104375.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,376.0,77.0,744.0,615.0,200.0,0.0,6.0,99.0,130.0,184.0,154.0
21293,17031283800,3688,1631,0,193.0,5.23,0,1,0,1,1,1,21.8,106023.0,0,1,0,1,0,0,0,1,2262.0,61.33,746.0,20.23,439.0,11.91,190.0,5.14,802.0,21.73,1098.0,29.77,218.0,5.9,7.0,0.2,3.0,0.08,134.0,3.64,222.0,6.01,176.0,10.79,233.0,14.28,1194.0,697.0,445.0,1222.0,1854.0,351.0,8.0,5.0,248.0,350.0,313.0,385.0
21294,17031290900,4530,1460,0,0.0,0.0,0,1,0,1,1,1,44.1,30641.0,0,1,0,1,0,0,0,1,3397.0,74.99,2357.0,52.04,1125.0,24.84,313.0,6.91,44.0,0.97,3278.0,72.37,0.0,0.0,0.0,0.0,5.0,0.12,70.0,1.54,81.0,1.78,454.0,31.13,587.0,40.22,2596.0,1522.0,386.0,85.0,4340.0,0.0,0.0,7.0,98.0,127.0,422.0,615.0
